chip_id,model,score_max,xmin,ymin,xmax,ymax,score,label,image_path
S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000,p_ssd_mb_med,0.43038254976272583,2.0038299560546875,51.54035186767578,312.94061279296875,275.85760498046875,0.43038254976272583,1,deployment/outputs/by_plant/osm_way_386838289/2025-11/chips/tiles_png/S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000.jpg
S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000,p_ssd_mb_med,0.43038254976272583,0.0,39.67527389526367,111.13517761230469,166.32334899902344,0.3280300199985504,1,deployment/outputs/by_plant/osm_way_386838289/2025-11/chips/tiles_png/S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000.jpg
S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000,p_ssd_mb_med,0.43038254976272583,63.89256286621094,0.002899169921875,250.17979431152344,307.408935546875,0.3051685392856598,1,deployment/outputs/by_plant/osm_way_386838289/2025-11/chips/tiles_png/S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000.jpg
S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000,p_ssd_mb_med,0.43038254976272583,0.0,10.719535827636719,81.92280578613281,148.4022216796875,0.3032628297805786,1,deployment/outputs/by_plant/osm_way_386838289/2025-11/chips/tiles_png/S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000.jpg
S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000,p_ssd_mb_med,0.43038254976272583,214.97317504882812,0.0,320.0,49.45365905761719,0.2989393174648285,1,deployment/outputs/by_plant/osm_way_386838289/2025-11/chips/tiles_png/S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000.jpg
S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000,p_ssd_mb_med,0.43038254976272583,128.33282470703125,141.1859130859375,299.5890808105469,216.80624389648438,0.2928415536880493,1,deployment/outputs/by_plant/osm_way_386838289/2025-11/chips/tiles_png/S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000.jpg
S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000,p_ssd_mb_med,0.43038254976272583,146.89736938476562,205.59820556640625,278.1228942871094,320.0,0.2844763994216919,1,deployment/outputs/by_plant/osm_way_386838289/2025-11/chips/tiles_png/S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000.jpg
S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000,p_ssd_mb_med,0.43038254976272583,112.53086853027344,0.0,207.83363342285156,226.56195068359375,0.27776673436164856,1,deployment/outputs/by_plant/osm_way_386838289/2025-11/chips/tiles_png/S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000.jpg
S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000,p_ssd_mb_med,0.43038254976272583,0.0,76.71885681152344,174.63336181640625,320.0,0.2706198990345001,1,deployment/outputs/by_plant/osm_way_386838289/2025-11/chips/tiles_png/S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000.jpg
S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000,p_ssd_mb_med,0.43038254976272583,43.025856018066406,110.73734283447266,129.65139770507812,193.09817504882812,0.2649703621864319,1,deployment/outputs/by_plant/osm_way_386838289/2025-11/chips/tiles_png/S2B_MSIL2A_20251110T064009_R120_T40QFM_20251110T091019_0000.jpg
