chip_id,model,score_max,xmin,ymin,xmax,ymax,score,label,image_path
S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000,p_frcnn_r50_med,0.9276342988014221,0.0,178.34568786621094,583.0778198242188,630.2506103515625,0.9276342988014221,1,deployment/outputs/by_plant/osm_way_386838289/2025-05/chips/tiles_png/S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000.jpg
S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000,p_frcnn_r50_med,0.9276342988014221,0.0,228.29800415039062,293.6501770019531,628.7726440429688,0.8850953578948975,1,deployment/outputs/by_plant/osm_way_386838289/2025-05/chips/tiles_png/S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000.jpg
S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000,p_frcnn_r50_med,0.9276342988014221,0.0,557.79345703125,177.4500732421875,631.36572265625,0.870400071144104,1,deployment/outputs/by_plant/osm_way_386838289/2025-05/chips/tiles_png/S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000.jpg
S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000,p_frcnn_r50_med,0.9276342988014221,0.8295349478721619,516.2941284179688,124.3380126953125,632.4611206054688,0.8359225392341614,1,deployment/outputs/by_plant/osm_way_386838289/2025-05/chips/tiles_png/S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000.jpg
S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000,p_frcnn_r50_med,0.9276342988014221,0.4237426817417145,275.7071838378906,238.2104949951172,508.8690490722656,0.7722197771072388,1,deployment/outputs/by_plant/osm_way_386838289/2025-05/chips/tiles_png/S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000.jpg
S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000,p_frcnn_r50_med,0.9276342988014221,178.51943969726562,377.0086669921875,615.1763916015625,631.1016845703125,0.6752086877822876,1,deployment/outputs/by_plant/osm_way_386838289/2025-05/chips/tiles_png/S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000.jpg
S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000,p_frcnn_r50_med,0.9276342988014221,9.154101371765137,449.39044189453125,268.503662109375,633.6849975585938,0.6747252941131592,1,deployment/outputs/by_plant/osm_way_386838289/2025-05/chips/tiles_png/S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000.jpg
S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000,p_frcnn_r50_med,0.9276342988014221,13.359179496765137,221.8393096923828,402.22662353515625,405.8485412597656,0.6305146813392639,1,deployment/outputs/by_plant/osm_way_386838289/2025-05/chips/tiles_png/S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000.jpg
S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000,p_frcnn_r50_med,0.9276342988014221,261.71136474609375,307.22528076171875,455.7451171875,626.2841796875,0.5997411608695984,1,deployment/outputs/by_plant/osm_way_386838289/2025-05/chips/tiles_png/S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000.jpg
S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000,p_frcnn_r50_med,0.9276342988014221,54.414833068847656,309.8152770996094,414.57525634765625,585.730224609375,0.593899667263031,1,deployment/outputs/by_plant/osm_way_386838289/2025-05/chips/tiles_png/S2B_MSIL2A_20250504T063629_R120_T40QFM_20250504T085022_0000.jpg
