tile,scene_id,datetime,ndwi_mean,ndwi_std,fai_mean,fai_std,rednir_mean,rednir_std,valid_px,chip_id,month_key,chlor_a,kd490,flh,sst,nflh,year,month_num,month_sin,month_cos,season,season_winter,season_spring,season_summer,season_autumn,log_kd490,log_chlor_a,log_nflh,ratio_chl_kd,chl_times_nflh,ratio_nflh_kd,hab_prob,month,p_frcnn_r50_med,p_frcnn_mb_med,p_ssd_mb_med
S2A_MSIL2A_20170108T063231_R077_T40QGK_20210530T025623_0000.jpg,S2A_MSIL2A_20170108T063231_R077_T40QGK_20210530T025623,2017-01-08 06:32:31.026000+00:00,-0.2823525071144104,2.9802322387695312e-08,0.0624917894601821,1.4901161193847656e-08,0.8415327668190002,5.960464477539065e-08,16384,2017-01_cab355e3e49a95ae,2017-01,0.42783,0.0668,0.167245,26.685,0.167245,2017,1,0.4999999999999999,0.8660254037844387,winter,1,0,0,0,-2.706052198439537,-0.8490293585653518,-1.7882954757868927,6.404640718562875,0.07155242835,2.5036676646706586,0.4271375851929521,2017-01,0.9384162425994872,0.1574267894029617,0.4215793013572693
S2A_MSIL2A_20170108T063231_R077_T40QGK_20210530T025623_0001.jpg,S2A_MSIL2A_20170108T063231_R077_T40QGK_20210530T025623,2017-01-08 06:32:31.026000+00:00,-0.2823525071144104,2.9802322387695312e-08,0.0624917894601821,1.4901161193847656e-08,0.8415327668190002,5.960464477539065e-08,16384,2017-01_28416d7f972cb615,2017-01,0.42783,0.0668,0.167245,26.685,0.167245,2017,1,0.4999999999999999,0.8660254037844387,winter,1,0,0,0,-2.706052198439537,-0.8490293585653518,-1.7882954757868927,6.404640718562875,0.07155242835,2.5036676646706586,0.4271375851929521,2017-01,0.933804214000702,0.1317420154809951,0.4387503862380981
S2A_MSIL2A_20170128T063121_R077_T40QGK_20210207T223643_0000.jpg,S2A_MSIL2A_20170128T063121_R077_T40QGK_20210207T223643,2017-01-28 06:31:21.026000+00:00,-0.2908279299736023,0.0,0.0643672347068786,0.0,0.834816038608551,1.1920928955078125e-07,16384,2017-01_54afe049fcd640d1,2017-01,0.220979,0.0544,0.141214,26.945,0.141214,2017,1,0.4999999999999999,0.8660254037844387,winter,1,0,0,0,-2.91139112512024,-1.5096876046037542,-1.9574788086964023,4.062113970588236,0.031205328506,2.5958455882352944,0.4064222738834581,2017-01,0.3667660355567932,0.0700030922889709,0.3933998644351959
S2A_MSIL2A_20170128T063121_R077_T40QGK_20210207T223643_0001.jpg,S2A_MSIL2A_20170128T063121_R077_T40QGK_20210207T223643,2017-01-28 06:31:21.026000+00:00,-0.2908279299736023,0.0,0.0643672347068786,0.0,0.834816038608551,1.1920928955078125e-07,16384,2017-01_8f3b77ea9263fa26,2017-01,0.220979,0.0544,0.141214,26.945,0.141214,2017,1,0.4999999999999999,0.8660254037844387,winter,1,0,0,0,-2.91139112512024,-1.5096876046037542,-1.9574788086964023,4.062113970588236,0.031205328506,2.5958455882352944,0.4064222738834581,2017-01,0.8283734321594238,0.0713928267359733,0.4247443974018097
S2A_MSIL2A_20170227T062811_R077_T40QGK_20210208T174007_0000.jpg,S2A_MSIL2A_20170227T062811_R077_T40QGK_20210208T174007,2017-02-27 06:28:11.026000+00:00,-0.2739942371845245,2.9802322387695312e-08,0.0674327760934829,1.4901161193847656e-08,0.859846830368042,1.788139343261719e-07,16384,2017-02_fafd9582cb4b3cff,2017-02,0.177469,0.0444,0.0708549,27.895,0.0708549,2017,2,0.8660254037844386,0.5000000000000001,winter,1,0,0,0,-3.114515809543958,-1.7289593332067088,-2.6471211550393035,3.997049549549549,0.0125745482480999,1.595831081081081,0.3865168117360782,2017-02,0.7766467928886414,0.1792979687452316,0.39580038189888
S2A_MSIL2A_20170227T062811_R077_T40QGK_20210208T174007_0001.jpg,S2A_MSIL2A_20170227T062811_R077_T40QGK_20210208T174007,2017-02-27 06:28:11.026000+00:00,-0.2739942371845245,2.9802322387695312e-08,0.0674327760934829,1.4901161193847656e-08,0.859846830368042,1.788139343261719e-07,16384,2017-02_769a32a5276a2c67,2017-02,0.177469,0.0444,0.0708549,27.895,0.0708549,2017,2,0.8660254037844386,0.5000000000000001,winter,1,0,0,0,-3.114515809543958,-1.7289593332067088,-2.6471211550393035,3.997049549549549,0.0125745482480999,1.595831081081081,0.3865168117360782,2017-02,0.931901752948761,0.0784647166728973,0.4098541438579559
S2A_MSIL2A_20170408T062631_R077_T40QGK_20210209T054517_0000.jpg,S2A_MSIL2A_20170408T062631_R077_T40QGK_20210209T054517,2017-04-08 06:26:31.026000+00:00,-0.2655910849571228,5.960464477539065e-08,0.0643737912178039,0.0,0.8615103363990784,1.1920928955078125e-07,16384,2017-04_25764f0fcc077809,2017-04,0.0753555,0.0344,0.160275,30.185,0.160275,2017,4,0.8660254037844387,-0.4999999999999998,spring,0,1,0,0,-3.3696987146027846,-2.58553836387274,-1.830864189108816,2.1905668604651165,0.0120776027625,4.659156976744186,0.4101283888220486,2017-04,0.8701337575912476,0.0983548089861869,0.4482691586017608
S2A_MSIL2A_20170408T062631_R077_T40QGK_20210209T054517_0001.jpg,S2A_MSIL2A_20170408T062631_R077_T40QGK_20210209T054517,2017-04-08 06:26:31.026000+00:00,-0.2655910849571228,5.960464477539065e-08,0.0643737912178039,0.0,0.8615103363990784,1.1920928955078125e-07,16384,2017-04_f4f3971bcefadefc,2017-04,0.0753555,0.0344,0.160275,30.185,0.160275,2017,4,0.8660254037844387,-0.4999999999999998,spring,0,1,0,0,-3.3696987146027846,-2.58553836387274,-1.830864189108816,2.1905668604651165,0.0120776027625,4.659156976744186,0.4101283888220486,2017-04,0.6562034487724304,0.1568302363157272,0.4221627414226532
S2A_MSIL2A_20170518T062631_R077_T40QGK_20210209T161923_0000.jpg,S2A_MSIL2A_20170518T062631_R077_T40QGK_20210209T161923,2017-05-18 06:26:31.026000+00:00,-0.2715157866477966,2.9802322387695312e-08,0.0672393441200256,0.0,0.8608531951904297,0.0,16384,2017-05_9b772b87d31e1e24,2017-05,0.0787678,0.02855,0.0554701,30.385,0.0554701,2017,5,0.4999999999999999,-0.8660254037844387,spring,0,1,0,0,-3.556098342880118,-2.5412509950716893,-2.8919111421403434,2.758942206654991,0.00436925774278,1.942910683012259,0.4190689902958349,2017-05,0.8167725801467896,0.0662551745772361,0.3829900324344635
S2A_MSIL2A_20170518T062631_R077_T40QGK_20210209T161923_0001.jpg,S2A_MSIL2A_20170518T062631_R077_T40QGK_20210209T161923,2017-05-18 06:26:31.026000+00:00,-0.2715157866477966,2.9802322387695312e-08,0.0672393441200256,0.0,0.8608531951904297,0.0,16384,2017-05_93101a8aebcbc330,2017-05,0.0787678,0.02855,0.0554701,30.385,0.0554701,2017,5,0.4999999999999999,-0.8660254037844387,spring,0,1,0,0,-3.556098342880118,-2.5412509950716893,-2.8919111421403434,2.758942206654991,0.00436925774278,1.942910683012259,0.4190689902958349,2017-05,0.713222861289978,0.0765583589673042,0.4200731217861175
