fai_mean,datetime,rednir_mean,valid_px,rednir_std,ndwi_mean,kd490,scene_id,ndwi_std,tile,flh,fai_std,chlor_a,sst,year,month,season,hab_label
0.0438622832298278,2019-09-29 06:56:49.024000+00:00,0.9246671199798584,16384,2.384185791015625e-07,-0.1450235545635223,,S2B_MSIL2A_20190929T065649_R063_T39QXG_20201004T183042,1.4901161193847656e-08,S2B_MSIL2A_20190929T065649_R063_T39QXG_20201004T183042_0000.jpg,,0.0,,,2019,9,autumn,0
0.0438622832298278,2019-09-29 06:56:49.024000+00:00,0.9246671199798584,16384,2.384185791015625e-07,-0.1450235545635223,,S2B_MSIL2A_20190929T065649_R063_T39QXG_20201004T183042,1.4901161193847656e-08,S2B_MSIL2A_20190929T065649_R063_T39QXG_20201004T183042_0001.jpg,,0.0,,,2019,9,autumn,0
0.0459081903100013,2019-09-19 06:56:19.024000+00:00,0.9068841338157654,16384,1.788139343261719e-07,-0.1620821058750152,,S2B_MSIL2A_20190919T065619_R063_T39QXG_20201004T150137,0.0,S2B_MSIL2A_20190919T065619_R063_T39QXG_20201004T150137_0000.jpg,,7.450580596923828e-09,,,2019,9,autumn,0
0.0459081903100013,2019-09-19 06:56:19.024000+00:00,0.9068841338157654,16384,1.788139343261719e-07,-0.1620821058750152,,S2B_MSIL2A_20190919T065619_R063_T39QXG_20201004T150137,0.0,S2B_MSIL2A_20190919T065619_R063_T39QXG_20201004T150137_0001.jpg,,7.450580596923828e-09,,,2019,9,autumn,0
0.0427541509270668,2019-09-14 06:56:21.024000+00:00,0.9148313999176024,16384,2.384185791015625e-07,-0.139967530965805,,S2A_MSIL2A_20190914T065621_R063_T39QXG_20201004T125801,1.4901161193847656e-08,S2A_MSIL2A_20190914T065621_R063_T39QXG_20201004T125801_0000.jpg,,7.450580596923828e-09,,,2019,9,autumn,0
0.0427541509270668,2019-09-14 06:56:21.024000+00:00,0.9148313999176024,16384,2.384185791015625e-07,-0.139967530965805,,S2A_MSIL2A_20190914T065621_R063_T39QXG_20201004T125801,1.4901161193847656e-08,S2A_MSIL2A_20190914T065621_R063_T39QXG_20201004T125801_0001.jpg,,7.450580596923828e-09,,,2019,9,autumn,0
0.0460721254348754,2019-09-09 06:56:29.024000+00:00,0.9107962250709534,16384,1.1920928955078125e-07,-0.1583954989910125,,S2B_MSIL2A_20190909T065629_R063_T39QXG_20201004T111201,1.4901161193847656e-08,S2B_MSIL2A_20190909T065629_R063_T39QXG_20201004T111201_0000.jpg,,0.0,,,2019,9,autumn,0
0.0460721254348754,2019-09-09 06:56:29.024000+00:00,0.9107962250709534,16384,1.1920928955078125e-07,-0.1583954989910125,,S2B_MSIL2A_20190909T065629_R063_T39QXG_20201004T111201,1.4901161193847656e-08,S2B_MSIL2A_20190909T065629_R063_T39QXG_20201004T111201_0001.jpg,,0.0,,,2019,9,autumn,0
0.0452393516898155,2019-09-04 06:56:21.024000+00:00,0.9051705002784728,16384,1.1920928955078125e-07,-0.1626422107219696,0.122,S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539,2.9802322387695312e-08,S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539_0000.jpg,,7.450580596923828e-09,1.36825,25.5267,2019,9,autumn,1
0.0452393516898155,2019-09-04 06:56:21.024000+00:00,0.9051705002784728,16384,1.1920928955078125e-07,-0.1626422107219696,0.122,S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539,2.9802322387695312e-08,S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539_0001.jpg,,7.450580596923828e-09,1.36825,25.5267,2019,9,autumn,1
