fai_mean,datetime,rednir_mean,valid_px,rednir_std,ndwi_mean,kd490,scene_id,ndwi_std,tile,flh,fai_std,chlor_a,year,month,season,hab_label
0.0563999414443969,2024-03-26 06:56:19.024000+00:00,0.9207963347434998,16384,0.0,-0.1385013908147812,0.0451333,S2B_MSIL2A_20240326T065619_R063_T39QXG_20240326T132139,1.4901161193847656e-08,S2B_MSIL2A_20240326T065619_R063_T39QXG_20240326T132139_0000.jpg,0.225725,0.0,0.199735,2024,3,spring,0
0.0563999414443969,2024-03-26 06:56:19.024000+00:00,0.9207963347434998,16384,0.0,-0.1385013908147812,0.0451333,S2B_MSIL2A_20240326T065619_R063_T39QXG_20240326T132139,1.4901161193847656e-08,S2B_MSIL2A_20240326T065619_R063_T39QXG_20240326T132139_0001.jpg,0.225725,0.0,0.199735,2024,3,spring,0
0.0626229643821716,2024-03-21 06:56:21.024000+00:00,0.9746310710906982,16384,1.1920928955078125e-07,-0.0868485793471336,0.0451333,S2A_MSIL2A_20240321T065621_R063_T39QXG_20240321T122014,7.450580596923828e-09,S2A_MSIL2A_20240321T065621_R063_T39QXG_20240321T122014_0000.jpg,0.225725,0.0,0.199735,2024,3,spring,0
0.0626229643821716,2024-03-21 06:56:21.024000+00:00,0.9746310710906982,16384,1.1920928955078125e-07,-0.0868485793471336,0.0451333,S2A_MSIL2A_20240321T065621_R063_T39QXG_20240321T122014,7.450580596923828e-09,S2A_MSIL2A_20240321T065621_R063_T39QXG_20240321T122014_0001.jpg,0.225725,0.0,0.199735,2024,3,spring,0
0.0051672458648681,2024-03-16 06:56:29.024000+00:00,1.0314512252807615,16384,0.0,0.0190562643110752,0.0530667,S2B_MSIL2A_20240316T065629_R063_T39QXG_20240316T121959,3.725290298461914e-09,S2B_MSIL2A_20240316T065629_R063_T39QXG_20240316T121959_0000.jpg,0.235018,0.0,0.264835,2024,3,spring,0
0.0051672458648681,2024-03-16 06:56:29.024000+00:00,1.0314512252807615,16384,0.0,0.0190562643110752,0.0530667,S2B_MSIL2A_20240316T065629_R063_T39QXG_20240316T121959,3.725290298461914e-09,S2B_MSIL2A_20240316T065629_R063_T39QXG_20240316T121959_0001.jpg,0.235018,0.0,0.264835,2024,3,spring,0
0.0485901236534118,2024-03-11 06:57:01.024000+00:00,0.907176911830902,16384,1.1920928955078125e-07,-0.1469125598669052,0.0607,S2A_MSIL2A_20240311T065701_R063_T39QXG_20240311T150535,0.0,S2A_MSIL2A_20240311T065701_R063_T39QXG_20240311T150535_0000.jpg,0.361725,0.0,0.413927,2024,3,spring,0
0.0485901236534118,2024-03-11 06:57:01.024000+00:00,0.907176911830902,16384,1.1920928955078125e-07,-0.1469125598669052,0.0607,S2A_MSIL2A_20240311T065701_R063_T39QXG_20240311T150535,0.0,S2A_MSIL2A_20240311T065701_R063_T39QXG_20240311T150535_0001.jpg,0.361725,0.0,0.413927,2024,3,spring,0
0.0423868298530578,2024-03-06 06:57:39.024000+00:00,0.9127628803253174,16384,1.788139343261719e-07,-0.1342304944992065,0.0607,S2B_MSIL2A_20240306T065739_R063_T39QXG_20240306T111016,0.0,S2B_MSIL2A_20240306T065739_R063_T39QXG_20240306T111016_0000.jpg,0.361725,0.0,0.413927,2024,3,spring,0
0.0423868298530578,2024-03-06 06:57:39.024000+00:00,0.9127628803253174,16384,1.788139343261719e-07,-0.1342304944992065,0.0607,S2B_MSIL2A_20240306T065739_R063_T39QXG_20240306T111016,0.0,S2B_MSIL2A_20240306T065739_R063_T39QXG_20240306T111016_0001.jpg,0.361725,0.0,0.413927,2024,3,spring,0
0.0415016412734985,2024-03-01 06:58:21.024000+00:00,0.8951548933982849,16384,0.0,-0.1473794132471084,0.0501,S2A_MSIL2A_20240301T065821_R063_T39QXG_20240301T115335,0.0,S2A_MSIL2A_20240301T065821_R063_T39QXG_20240301T115335_0000.jpg,0.204262,0.0,0.315911,2024,3,spring,0
0.0415016412734985,2024-03-01 06:58:21.024000+00:00,0.8951548933982849,16384,0.0,-0.1473794132471084,0.0501,S2A_MSIL2A_20240301T065821_R063_T39QXG_20240301T115335,0.0,S2A_MSIL2A_20240301T065821_R063_T39QXG_20240301T115335_0001.jpg,0.204262,0.0,0.315911,2024,3,spring,0
0.0429967045783996,2024-02-20 06:59:21.024000+00:00,0.9083907604217528,16384,1.788139343261719e-07,-0.1394159644842147,0.0570667,S2A_MSIL2A_20240220T065921_R063_T39QXG_20240220T112915,0.0,S2A_MSIL2A_20240220T065921_R063_T39QXG_20240220T112915_0000.jpg,0.133698,0.0,0.324797,2024,2,winter,0
0.0429967045783996,2024-02-20 06:59:21.024000+00:00,0.9083907604217528,16384,1.788139343261719e-07,-0.1394159644842147,0.0570667,S2A_MSIL2A_20240220T065921_R063_T39QXG_20240220T112915,0.0,S2A_MSIL2A_20240220T065921_R063_T39QXG_20240220T112915_0001.jpg,0.133698,0.0,0.324797,2024,2,winter,0
0.0384721159934997,2024-02-15 06:59:59.024000+00:00,0.9233360886573792,16384,1.1920928955078125e-07,-0.1213388368487358,0.0726667,S2B_MSIL2A_20240215T065959_R063_T39QXG_20240215T111952,2.2351741790771484e-08,S2B_MSIL2A_20240215T065959_R063_T39QXG_20240215T111952_0000.jpg,0.252118,0.0,0.548678,2024,2,winter,0
0.0384721159934997,2024-02-15 06:59:59.024000+00:00,0.9233360886573792,16384,1.1920928955078125e-07,-0.1213388368487358,0.0726667,S2B_MSIL2A_20240215T065959_R063_T39QXG_20240215T111952,2.2351741790771484e-08,S2B_MSIL2A_20240215T065959_R063_T39QXG_20240215T111952_0001.jpg,0.252118,0.0,0.548678,2024,2,winter,0
0.0394426360726356,2024-02-10 07:00:31.024000+00:00,0.9145575165748596,16384,0.0,-0.1319147646427154,0.0726667,S2A_MSIL2A_20240210T070031_R063_T39QXG_20240210T111914,1.4901161193847656e-08,S2A_MSIL2A_20240210T070031_R063_T39QXG_20240210T111914_0000.jpg,0.252118,7.450580596923828e-09,0.548678,2024,2,winter,0
0.0394426360726356,2024-02-10 07:00:31.024000+00:00,0.9145575165748596,16384,0.0,-0.1319147646427154,0.0726667,S2A_MSIL2A_20240210T070031_R063_T39QXG_20240210T111914,1.4901161193847656e-08,S2A_MSIL2A_20240210T070031_R063_T39QXG_20240210T111914_0001.jpg,0.252118,7.450580596923828e-09,0.548678,2024,2,winter,0
0.0413639321923255,2024-01-21 07:02:11.024000+00:00,0.9095876216888428,16384,1.788139343261719e-07,-0.1401794850826263,0.0725333,S2A_MSIL2A_20240121T070211_R063_T39QXG_20240121T131026,1.4901161193847656e-08,S2A_MSIL2A_20240121T070211_R063_T39QXG_20240121T131026_0000.jpg,0.23907,7.450580596923828e-09,0.537742,2024,1,winter,0
0.0413639321923255,2024-01-21 07:02:11.024000+00:00,0.9095876216888428,16384,1.788139343261719e-07,-0.1401794850826263,0.0725333,S2A_MSIL2A_20240121T070211_R063_T39QXG_20240121T131026,1.4901161193847656e-08,S2A_MSIL2A_20240121T070211_R063_T39QXG_20240121T131026_0001.jpg,0.23907,7.450580596923828e-09,0.537742,2024,1,winter,0
0.0424852594733238,2024-01-11 07:02:41.024000+00:00,0.90427565574646,16384,2.384185791015625e-07,-0.1467495858669281,0.0848667,S2A_MSIL2A_20240111T070241_R063_T39QXG_20240111T113149,0.0,S2A_MSIL2A_20240111T070241_R063_T39QXG_20240111T113149_0000.jpg,0.176085,7.450580596923828e-09,0.685757,2024,1,winter,0
0.0424852594733238,2024-01-11 07:02:41.024000+00:00,0.90427565574646,16384,2.384185791015625e-07,-0.1467495858669281,0.0848667,S2A_MSIL2A_20240111T070241_R063_T39QXG_20240111T113149,0.0,S2A_MSIL2A_20240111T070241_R063_T39QXG_20240111T113149_0001.jpg,0.176085,7.450580596923828e-09,0.685757,2024,1,winter,0
0.0361114740371704,2024-01-06 07:02:59.024000+00:00,0.895275354385376,16384,2.384185791015625e-07,-0.145433023571968,0.0636,S2B_MSIL2A_20240106T070259_R063_T39QXG_20240106T101530,0.0,S2B_MSIL2A_20240106T070259_R063_T39QXG_20240106T101530_0000.jpg,0.214463,0.0,0.44439,2024,1,winter,0
0.0361114740371704,2024-01-06 07:02:59.024000+00:00,0.895275354385376,16384,2.384185791015625e-07,-0.145433023571968,0.0636,S2B_MSIL2A_20240106T070259_R063_T39QXG_20240106T101530,0.0,S2B_MSIL2A_20240106T070259_R063_T39QXG_20240106T101530_0001.jpg,0.214463,0.0,0.44439,2024,1,winter,0
0.0322360694408416,2024-01-01 07:03:01.024000+00:00,0.9787962436676024,16384,1.1920928955078125e-07,-0.0757898911833763,0.0667,S2A_MSIL2A_20240101T070301_R063_T39QXG_20240101T114458,0.0,S2A_MSIL2A_20240101T070301_R063_T39QXG_20240101T114458_0000.jpg,0.220328,0.0,0.471971,2024,1,winter,0
0.0322360694408416,2024-01-01 07:03:01.024000+00:00,0.9787962436676024,16384,1.1920928955078125e-07,-0.0757898911833763,0.0667,S2A_MSIL2A_20240101T070301_R063_T39QXG_20240101T114458,0.0,S2A_MSIL2A_20240101T070301_R063_T39QXG_20240101T114458_0001.jpg,0.220328,0.0,0.471971,2024,1,winter,0
