fai_mean,datetime,rednir_mean,valid_px,rednir_std,ndwi_mean,kd490,scene_id,ndwi_std,tile,flh,fai_std,chlor_a,year,month,season,hab_label
0.0381704866886138,2021-09-28 06:56:49.024000+00:00,0.901161015033722,16384,1.1920928955078125e-07,-0.1571357548236847,0.069,S2B_MSIL2A_20210928T065649_R063_T39QXG_20210929T000956,2.9802322387695312e-08,S2B_MSIL2A_20210928T065649_R063_T39QXG_20210929T000956_0000.jpg,0.324155,0.0,0.498898,2021,9,autumn,0
0.0381704866886138,2021-09-28 06:56:49.024000+00:00,0.901161015033722,16384,1.1920928955078125e-07,-0.1571357548236847,0.069,S2B_MSIL2A_20210928T065649_R063_T39QXG_20210929T000956,2.9802322387695312e-08,S2B_MSIL2A_20210928T065649_R063_T39QXG_20210929T000956_0001.jpg,0.324155,0.0,0.498898,2021,9,autumn,0
0.0394098535180091,2021-09-23 06:56:31.024000+00:00,0.8708190321922302,16384,5.960464477539064e-08,-0.1842517852783203,0.069,S2A_MSIL2A_20210923T065631_R063_T39QXG_20210924T013326,0.0,S2A_MSIL2A_20210923T065631_R063_T39QXG_20210924T013326_0000.jpg,0.324155,7.450580596923828e-09,0.498898,2021,9,autumn,0
0.0394098535180091,2021-09-23 06:56:31.024000+00:00,0.8708190321922302,16384,5.960464477539064e-08,-0.1842517852783203,0.069,S2A_MSIL2A_20210923T065631_R063_T39QXG_20210924T013326,0.0,S2A_MSIL2A_20210923T065631_R063_T39QXG_20210924T013326_0001.jpg,0.324155,7.450580596923828e-09,0.498898,2021,9,autumn,0
0.0412130951881408,2021-09-18 06:56:19.024000+00:00,0.90558123588562,16384,1.788139343261719e-07,-0.1580696403980255,0.0863333,S2B_MSIL2A_20210918T065619_R063_T39QXG_20210918T182437,2.9802322387695312e-08,S2B_MSIL2A_20210918T065619_R063_T39QXG_20210918T182437_0000.jpg,0.0376767,0.0,0.761699,2021,9,autumn,0
0.0412130951881408,2021-09-18 06:56:19.024000+00:00,0.90558123588562,16384,1.788139343261719e-07,-0.1580696403980255,0.0863333,S2B_MSIL2A_20210918T065619_R063_T39QXG_20210918T182437,2.9802322387695312e-08,S2B_MSIL2A_20210918T065619_R063_T39QXG_20210918T182437_0001.jpg,0.0376767,0.0,0.761699,2021,9,autumn,0
0.0492262244224548,2021-09-13 06:56:21.024000+00:00,0.9547759890556335,16384,1.1920928955078125e-07,-0.1293662637472152,0.0524,S2A_MSIL2A_20210913T065621_R063_T39QXG_20210913T211924,0.0,S2A_MSIL2A_20210913T065621_R063_T39QXG_20210913T211924_0000.jpg,0.243207,0.0,0.219145,2021,9,autumn,0
0.0492262244224548,2021-09-13 06:56:21.024000+00:00,0.9547759890556335,16384,1.1920928955078125e-07,-0.1293662637472152,0.0524,S2A_MSIL2A_20210913T065621_R063_T39QXG_20210913T211924,0.0,S2A_MSIL2A_20210913T065621_R063_T39QXG_20210913T211924_0001.jpg,0.243207,0.0,0.219145,2021,9,autumn,0
0.0401180014014244,2021-09-08 06:56:19.024000+00:00,0.9021634459495544,16384,1.1920928955078125e-07,-0.1573083698749542,0.0524,S2B_MSIL2A_20210908T065619_R063_T39QXG_20210908T213712,2.9802322387695312e-08,S2B_MSIL2A_20210908T065619_R063_T39QXG_20210908T213712_0000.jpg,0.243207,7.450580596923828e-09,0.219145,2021,9,autumn,0
0.0401180014014244,2021-09-08 06:56:19.024000+00:00,0.9021634459495544,16384,1.1920928955078125e-07,-0.1573083698749542,0.0524,S2B_MSIL2A_20210908T065619_R063_T39QXG_20210908T213712,2.9802322387695312e-08,S2B_MSIL2A_20210908T065619_R063_T39QXG_20210908T213712_0001.jpg,0.243207,7.450580596923828e-09,0.219145,2021,9,autumn,0
