fai_mean,datetime,rednir_mean,valid_px,rednir_std,ndwi_mean,scene_id,ndwi_std,tile,fai_std,chlor_a,kd490,flh,sst,year,month,season,hab_label
0.044839322566986,2017-09-09 06:56:19.027000+00:00,0.9070813655853271,16384,1.1920928955078125e-07,-0.157337874174118,S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815,1.4901161193847656e-08,S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815_0000.jpg,0.0,0.741344,0.0852,,25.7933,2017,9,autumn,0
0.044839322566986,2017-09-09 06:56:19.027000+00:00,0.9070813655853271,16384,1.1920928955078125e-07,-0.157337874174118,S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815,1.4901161193847656e-08,S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815_0001.jpg,0.0,0.741344,0.0852,,25.7933,2017,9,autumn,0
0.0548852682113647,2017-08-25 06:56:21.026000+00:00,0.930767297744751,16384,1.1920928955078125e-07,-0.1537606567144394,S2A_MSIL2A_20170825T065621_R063_T39QXG_20210201T094547,1.4901161193847656e-08,S2A_MSIL2A_20170825T065621_R063_T39QXG_20210201T094547_0000.jpg,0.0,0.57676,0.0738,0.235755,26.3283,2017,8,summer,0
0.0548852682113647,2017-08-25 06:56:21.026000+00:00,0.930767297744751,16384,1.1920928955078125e-07,-0.1537606567144394,S2A_MSIL2A_20170825T065621_R063_T39QXG_20210201T094547,1.4901161193847656e-08,S2A_MSIL2A_20170825T065621_R063_T39QXG_20210201T094547_0001.jpg,0.0,0.57676,0.0738,0.235755,26.3283,2017,8,summer,0
0.0479737743735313,2017-08-20 06:56:19.027000+00:00,0.9054860472679138,16384,0.0,-0.1651863306760788,S2B_MSIL2A_20170820T065619_R063_T39QXG_20201015T042237,0.0,S2B_MSIL2A_20170820T065619_R063_T39QXG_20201015T042237_0000.jpg,7.450580596923828e-09,0.426916,0.0641,0.214845,25.655,2017,8,summer,0
0.0479737743735313,2017-08-20 06:56:19.027000+00:00,0.9054860472679138,16384,0.0,-0.1651863306760788,S2B_MSIL2A_20170820T065619_R063_T39QXG_20201015T042237,0.0,S2B_MSIL2A_20170820T065619_R063_T39QXG_20201015T042237_0001.jpg,7.450580596923828e-09,0.426916,0.0641,0.214845,25.655,2017,8,summer,0
0.0518622994422912,2017-08-05 06:56:21.026000+00:00,0.91467946767807,16384,1.788139343261719e-07,-0.1642055809497833,S2A_MSIL2A_20170805T065621_R063_T39QXG_20210210T194556,2.9802322387695312e-08,S2A_MSIL2A_20170805T065621_R063_T39QXG_20210210T194556_0000.jpg,0.0,0.339185,0.0674,0.122046,25.37,2017,8,summer,0
0.0518622994422912,2017-08-05 06:56:21.026000+00:00,0.91467946767807,16384,1.788139343261719e-07,-0.1642055809497833,S2A_MSIL2A_20170805T065621_R063_T39QXG_20210210T194556,2.9802322387695312e-08,S2A_MSIL2A_20170805T065621_R063_T39QXG_20210210T194556_0001.jpg,0.0,0.339185,0.0674,0.122046,25.37,2017,8,summer,0
0.0390426144003868,2017-07-31 06:56:19.027000+00:00,0.8950853943824768,16384,1.788139343261719e-07,-0.1654534339904785,S2B_MSIL2A_20170731T065619_R063_T39QXG_20210210T172720,0.0,S2B_MSIL2A_20170731T065619_R063_T39QXG_20210210T172720_0000.jpg,7.450580596923828e-09,0.452843,0.0652,0.379235,25.7767,2017,7,summer,0
0.0390426144003868,2017-07-31 06:56:19.027000+00:00,0.8950853943824768,16384,1.788139343261719e-07,-0.1654534339904785,S2B_MSIL2A_20170731T065619_R063_T39QXG_20210210T172720,0.0,S2B_MSIL2A_20170731T065619_R063_T39QXG_20210210T172720_0001.jpg,7.450580596923828e-09,0.452843,0.0652,0.379235,25.7767,2017,7,summer,0
0.0431606546044349,2017-06-26 06:56:21.026000+00:00,0.9044514298439026,16384,1.788139343261719e-07,-0.1620793044567108,S2A_MSIL2A_20170626T065621_R063_T39QXG_20210210T014612,1.4901161193847656e-08,S2A_MSIL2A_20170626T065621_R063_T39QXG_20210210T014612_0000.jpg,7.450580596923828e-09,0.29478,0.0636,,25.8183,2017,6,summer,0
0.0431606546044349,2017-06-26 06:56:21.026000+00:00,0.9044514298439026,16384,1.788139343261719e-07,-0.1620793044567108,S2A_MSIL2A_20170626T065621_R063_T39QXG_20210210T014612,1.4901161193847656e-08,S2A_MSIL2A_20170626T065621_R063_T39QXG_20210210T014612_0001.jpg,7.450580596923828e-09,0.29478,0.0636,,25.8183,2017,6,summer,0
0.0446950420737266,2017-06-06 06:56:21.026000+00:00,0.9168644547462464,16384,1.788139343261719e-07,-0.1514034122228622,S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041,0.0,S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041_0000.jpg,7.450580596923828e-09,0.776011,0.0874,0.32883,26.0067,2017,6,summer,0
0.0446950420737266,2017-06-06 06:56:21.026000+00:00,0.9168644547462464,16384,1.788139343261719e-07,-0.1514034122228622,S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041,0.0,S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041_0001.jpg,7.450580596923828e-09,0.776011,0.0874,0.32883,26.0067,2017,6,summer,0
