tile,scene_id,datetime,month_key,fai_mean,rednir_mean,ndwi_mean,kd490,chlor_a,nflh,sst,month_sin,month_cos,ndwi_std,rednir_std,hab_label,p_frcnn_r50_med,p_frcnn_mb_med,p_ssd_mb_med,p_tab,date_key,region_key,group_for_cv,_month_ord,month_num,sst_clim_rm,sst_anom,sst_anom_z,log_kd490,log_chlor_a,log_nflh,ratio_chl_kd,chl_times_nflh,ratio_nflh_kd,sst_anom_x_chlor_a,sst_anom_x_nflh,sst_anom_x_fai_mean,sst_anom_x_kd490,sst_anom_x_month_sin,sst_anom_x_month_cos
S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815_0000.jpg,S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815,2017-09-09 06:56:19.027000+00:00,2017-09,0.4942210365373314,0.6787925865512623,0.8702801880188932,0.3903637973722733,0.48854998577773895,0.435380395744972,0.4311907914841576,0.0,0.4999999999999999,0.5,0.6666666666666665,1,1.0,1.0,1.0,0.491138065772378,2017-09-09 06:56:19.027,T39QXG,S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815,24213,0.7272727272727273,0.04167712779311293,0.4324672162510028,0.45689496031013044,0.46711309215593205,0.6535174419409319,0.6230699864752076,0.7354340337378088,0.2978902915569334,0.5023008675416843,0.40909682761578203,0.3937326329284426,0.4186190634299748,0.41035314050942806,0.5675327837489972,0.516278786094189
S2A_MSIL2A_20170825T065621_R063_T39QXG_20210201T094547_0000.jpg,S2A_MSIL2A_20170825T065621_R063_T39QXG_20210201T094547,2017-08-25 06:56:21.026000+00:00,2017-08,1.0,1.0,0.94847362494654,0.18433845987024022,0.30849178390915266,0.24308429675742235,0.9761637974941405,0.08931639747704108,0.24999999999999978,0.5,0.6666666666666665,1,0.0,0.29834542279102105,0.12467680091517587,0.062330429321024075,2017-08-25 06:56:21.026,T39QXG,S2A_MSIL2A_20170825T065621_R063_T39QXG_20210201T094547,24212,0.6363636363636364,0.01941585069880562,1.0,0.9238357965180145,0.23763241859110365,0.4756257191428178,0.4179164592348612,0.5751839583601505,0.14082382702451543,0.34544151580112376,0.9373751398937661,1.0,1.0,1.0,0.0,0.0
S2B_MSIL2A_20170820T065619_R063_T39QXG_20201015T042237_0000.jpg,S2B_MSIL2A_20170820T065619_R063_T39QXG_20201015T042237,2017-08-20 06:56:19.027000+00:00,2017-08,0.6520299518807329,0.6571583073126531,0.6987228825481233,0.009036199013247077,0.14455943811128377,0.19838341428375977,0.29031272282774795,0.08931639747704108,0.24999999999999978,0.0,0.0,0,0.0,0.29834542279102105,0.12467680091517587,0.09847487917761302,2017-08-20 06:56:19.027,T39QXG,S2B_MSIL2A_20170820T065619_R063_T39QXG_20201015T042237,24212,0.6363636363636364,0.01941585069880562,0.29740164875300096,0.3457689939583746,0.012510477076766053,0.2624442461758164,0.35896320944577254,0.36628692866205925,0.07493191892773206,0.38468640111403773,0.3160366720727731,0.2622458119952326,0.2976811201591811,0.28846895727692845,0.702598351246999,0.6391465555477176
S2A_MSIL2A_20170805T065621_R063_T39QXG_20210210T194556_0000.jpg,S2A_MSIL2A_20170805T065621_R063_T39QXG_20210210T194556,2017-08-05 06:56:21.026000+00:00,2017-08,0.8478038738485953,0.7818312469638035,0.7201608277469551,0.06867511250067769,0.04857996192810104,0.0,0.0,0.08931639747704108,0.24999999999999978,1.0,1.0,0,0.0,0.29834542279102105,0.12467680091517587,0.05331357202166115,2017-08-05 06:56:21.026,T39QXG,S2A_MSIL2A_20170805T065621_R063_T39QXG_20210210T194556,24212,0.6363636363636364,0.01941585069880562,0.0,0.10108009045399609,0.09271002576697804,0.09943143422643101,0.0,0.07189418331828888,0.0,0.0,0.17235961847638567,0.15457234504847084,0.0,0.0,1.0,0.909689802734856
S2B_MSIL2A_20170731T065619_R063_T39QXG_20210210T172720_0000.jpg,S2B_MSIL2A_20170731T065619_R063_T39QXG_20210210T172720,2017-07-31 06:56:19.027000+00:00,2017-07,0.2023766296706992,0.5161139612838144,0.6928843428442625,0.028915836842390446,0.17292409688641888,0.5498123033246682,0.4142813486808605,0.33333333333333326,0.0669872981077807,0.0,1.0,1,0.5310183424145405,0.11464731493672331,0.0,0.13995896440037045,2017-07-31 06:56:19.027,T39QXG,S2B_MSIL2A_20170731T065619_R063_T39QXG_20210210T172720,24211,0.5454545454545454,0.0,0.4324672162510028,0.45689496031013044,0.039693464426367536,0.3042234056509811,0.7196532015645317,0.4178842785246305,0.19406926299907282,1.0,0.40909682761578203,0.3937326329284426,0.4186190634299748,0.41035314050942806,0.5675327837489972,0.516278786094189
S2A_MSIL2A_20170626T065621_R063_T39QXG_20210210T014612_0000.jpg,S2A_MSIL2A_20170626T065621_R063_T39QXG_20210210T014612,2017-06-26 06:56:21.026000+00:00,2017-06,0.4097058527853496,0.6431277517728146,0.7666385352740623,0.0,0.0,0.4420577370365304,0.4566568198023833,0.6666666666666669,0.0,0.5,1.0,0,0.6746148217322944,0.09370379988439988,0.24438892823772473,0.0,2017-06-26 06:56:21.026,T39QXG,S2A_MSIL2A_20170626T065621_R063_T39QXG_20210210T014612,24210,0.45454545454545453,0.34094903339191573,0.3341681449789575,0.15815303718630477,0.0,0.0,0.6291281893632623,0.0,0.0826920534849393,0.8386793581387412,0.3623314846254159,0.24726786302485507,0.3394325028447983,0.32233925287877147,0.5675327837489972,0.6951221116031615
S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041_0000.jpg,S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041,2017-06-06 06:56:21.026000+00:00,2017-06,0.48695700775279815,0.8114620860569853,1.0,0.4301230730305605,0.5264763801063388,0.4420577370365304,0.6485688092085133,0.6666666666666669,0.0,0.0,1.0,1,0.6746148217322944,0.09370379988439988,0.24438892823772473,0.33248674285854984,2017-06-06 06:56:21.026,T39QXG,S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041,24210,0.45454545454545453,0.34094903339191573,0.5307662875230443,0.7556368834339449,0.5078415490118908,0.6859028977588982,0.6291281893632623,0.7675590759408409,0.31831174885552377,0.4872001311305239,0.5322070134468956,0.5401974028320247,0.5006207543094351,0.5313030426936906,0.5675327837489972,0.33743546058522306
S2B_MSIL2A_20180127T070139_R063_T39QXG_20201014T091640_0000.jpg,S2B_MSIL2A_20180127T070139_R063_T39QXG_20201014T091640,2018-01-27 07:01:39.027000+00:00,2018-01,0.5044570715217064,0.26586520546705067,0.014666867744780357,1.0,1.0,1.0,0.7418763369664839,1.0,0.9330127018922194,1.0,1.0,1,0.9288925936943221,0.1771127045408445,0.24971602362015086,0.7934690815747731,2018-01-27 07:01:39.027,T39QXG,S2B_MSIL2A_20180127T070139_R063_T39QXG_20201014T091640,24217,0.0,0.7049962339944675,0.47504261017774907,0.532213402252166,1.0,1.0,1.0,1.0,1.0,0.78600377827756,0.4921591733874597,0.5075194551699914,0.4544119312684314,0.4816393828916774,0.5921136988934586,0.5833618096406106
S2B_MSIL2A_20180117T070219_R063_T39QXG_20201014T062903_0000.jpg,S2B_MSIL2A_20180117T070219_R063_T39QXG_20201014T062903,2018-01-17 07:02:19.027000+00:00,2018-01,0.0,0.0,0.07322294231783284,0.9903674118518788,0.9822440540008315,0.35011201942810244,1.0,1.0,0.9330127018922194,1.0,0.0,0,0.9288925936943221,0.1771127045408445,0.24971602362015086,1.0,2018-01-17 07:02:19.027,T39QXG,S2B_MSIL2A_20180117T070219_R063_T39QXG_20201014T062903,24217,0.0,0.7049962339944675,0.7394691989286656,1.0,0.9928243316948053,0.9904215120986142,0.5401497512007529,0.9834834338722408,0.4459108409747765,0.1505969779888413,1.0,0.7913324003421502,0.619300811407499,0.9220792270720757,0.7447804610896946,1.0
S2A_MSIL2A_20180112T070231_R063_T39QXG_20201014T050638_0000.jpg,S2A_MSIL2A_20180112T070231_R063_T39QXG_20201014T050638,2018-01-12 07:02:31.026000+00:00,2018-01,0.3677785463389917,0.33496314534048627,0.2694014592929187,0.6542208085590877,0.7512493709384506,0.458339034067588,0.4482020984007311,1.0,0.9330127018922194,1.0,0.6666666666666665,0,0.9288925936943221,0.1771127045408445,0.24971602362015086,0.5523107537744534,2018-01-12 07:02:31.026,T39QXG,S2A_MSIL2A_20180112T070231_R063_T39QXG_20201014T050638,24217,0.0,0.7049962339944675,0.17419736338655606,0.0,0.7197970896269476,0.8523455201045711,0.6436619140319692,0.9403698433940033,0.43003669506968484,0.3895510333327642,0.0,0.0,0.21457954783851033,0.047484923644968036,0.4184206146741438,0.10934132708097972
