fai_mean,datetime,rednir_mean,valid_px,rednir_std,ndwi_mean,scene_id,ndwi_std,tile,fai_std,chlor_a,kd490,flh,sst,year,month,season,hab_label
0.0399803519248962,2018-03-28 06:59:19.027000+00:00,0.8632269501686096,16384,1.1920928955078125e-07,-0.1922474801540374,S2B_MSIL2A_20180328T065919_R063_T39QXG_20201013T154107,2.9802322387695312e-08,S2B_MSIL2A_20180328T065919_R063_T39QXG_20201013T154107_0000.jpg,0.0,0.254955,0.0496,0.34175,29.1717,2018,3,spring,0
0.0399803519248962,2018-03-28 06:59:19.027000+00:00,0.8632269501686096,16384,1.1920928955078125e-07,-0.1922474801540374,S2B_MSIL2A_20180328T065919_R063_T39QXG_20201013T154107,2.9802322387695312e-08,S2B_MSIL2A_20180328T065919_R063_T39QXG_20201013T154107_0001.jpg,0.0,0.254955,0.0496,0.34175,29.1717,2018,3,spring,0
0.0416262373328208,2018-03-23 06:56:21.026000+00:00,0.8668715953826904,16384,1.788139343261719e-07,-0.1946368366479873,S2A_MSIL2A_20180323T065621_R063_T39QXG_20201013T125706,0.0,S2A_MSIL2A_20180323T065621_R063_T39QXG_20201013T125706_0000.jpg,7.450580596923828e-09,0.254955,0.0496,0.34175,29.1717,2018,3,spring,0
0.0416262373328208,2018-03-23 06:56:21.026000+00:00,0.8668715953826904,16384,1.788139343261719e-07,-0.1946368366479873,S2A_MSIL2A_20180323T065621_R063_T39QXG_20201013T125706,0.0,S2A_MSIL2A_20180323T065621_R063_T39QXG_20201013T125706_0001.jpg,7.450580596923828e-09,0.254955,0.0496,0.34175,29.1717,2018,3,spring,0
0.0473573803901672,2018-03-18 06:56:19.027000+00:00,0.9049136638641356,16384,1.1920928955078125e-07,-0.169926717877388,S2B_MSIL2A_20180318T065619_R063_T39QXG_20201013T105007,1.4901161193847656e-08,S2B_MSIL2A_20180318T065619_R063_T39QXG_20201013T105007_0000.jpg,0.0,0.338219,0.058,0.29551,28.945,2018,3,spring,0
0.0473573803901672,2018-03-18 06:56:19.027000+00:00,0.9049136638641356,16384,1.1920928955078125e-07,-0.169926717877388,S2B_MSIL2A_20180318T065619_R063_T39QXG_20201013T105007,1.4901161193847656e-08,S2B_MSIL2A_20180318T065619_R063_T39QXG_20201013T105007_0001.jpg,0.0,0.338219,0.058,0.29551,28.945,2018,3,spring,0
0.0440786853432655,2018-03-13 06:56:51.026000+00:00,0.9042968153953552,16384,1.788139343261719e-07,-0.1643057167530059,S2A_MSIL2A_20180313T065651_R063_T39QXG_20201013T082101,2.9802322387695312e-08,S2A_MSIL2A_20180313T065651_R063_T39QXG_20201013T082101_0000.jpg,7.450580596923828e-09,0.52831,0.0723,0.35212,28.2133,2018,3,spring,0
0.0440786853432655,2018-03-13 06:56:51.026000+00:00,0.9042968153953552,16384,1.788139343261719e-07,-0.1643057167530059,S2A_MSIL2A_20180313T065651_R063_T39QXG_20201013T082101,2.9802322387695312e-08,S2A_MSIL2A_20180313T065651_R063_T39QXG_20201013T082101_0001.jpg,7.450580596923828e-09,0.52831,0.0723,0.35212,28.2133,2018,3,spring,0
0.0368918180465698,2018-03-08 06:57:19.027000+00:00,0.8645897507667542,16384,0.0,-0.1876153349876403,S2B_MSIL2A_20180308T065719_R063_T39QXG_20201013T080744,1.4901161193847656e-08,S2B_MSIL2A_20180308T065719_R063_T39QXG_20201013T080744_0000.jpg,0.0,0.52831,0.0723,0.35212,28.2133,2018,3,spring,0
0.0368918180465698,2018-03-08 06:57:19.027000+00:00,0.8645897507667542,16384,0.0,-0.1876153349876403,S2B_MSIL2A_20180308T065719_R063_T39QXG_20201013T080744,1.4901161193847656e-08,S2B_MSIL2A_20180308T065719_R063_T39QXG_20201013T080744_0001.jpg,0.0,0.52831,0.0723,0.35212,28.2133,2018,3,spring,0
0.0430032983422279,2018-03-03 06:58:01.026000+00:00,0.8816649913787842,16384,1.1920928955078125e-07,-0.1884126812219619,S2A_MSIL2A_20180303T065801_R063_T39QXG_20201013T055226,2.9802322387695312e-08,S2A_MSIL2A_20180303T065801_R063_T39QXG_20201013T055226_0000.jpg,7.450580596923828e-09,9.97179,2.2442,0.67053,27.815,2018,3,spring,1
0.0430032983422279,2018-03-03 06:58:01.026000+00:00,0.8816649913787842,16384,1.1920928955078125e-07,-0.1884126812219619,S2A_MSIL2A_20180303T065801_R063_T39QXG_20201013T055226,2.9802322387695312e-08,S2A_MSIL2A_20180303T065801_R063_T39QXG_20201013T055226_0001.jpg,7.450580596923828e-09,9.97179,2.2442,0.67053,27.815,2018,3,spring,1
0.0426360964775085,2018-02-26 06:58:29.027000+00:00,0.9148548245429992,16384,1.1920928955078125e-07,-0.1567837297916412,S2B_MSIL2A_20180226T065829_R063_T39QXG_20201104T154320,1.4901161193847656e-08,S2B_MSIL2A_20180226T065829_R063_T39QXG_20201104T154320_0000.jpg,0.0,9.97179,2.2442,0.67053,27.815,2018,2,winter,1
0.0426360964775085,2018-02-26 06:58:29.027000+00:00,0.9148548245429992,16384,1.1920928955078125e-07,-0.1567837297916412,S2B_MSIL2A_20180226T065829_R063_T39QXG_20201104T154320,1.4901161193847656e-08,S2B_MSIL2A_20180226T065829_R063_T39QXG_20201104T154320_0001.jpg,0.0,9.97179,2.2442,0.67053,27.815,2018,2,winter,1
0.0458819642663002,2018-02-21 06:59:11.026000+00:00,0.8881921172142029,16384,0.0,-0.1815240383148193,S2A_MSIL2A_20180221T065911_R063_T39QXG_20201013T234500,0.0,S2A_MSIL2A_20180221T065911_R063_T39QXG_20201013T234500_0000.jpg,7.450580596923828e-09,4.08212,0.3286,0.400995,27.555,2018,2,winter,0
0.0458819642663002,2018-02-21 06:59:11.026000+00:00,0.8881921172142029,16384,0.0,-0.1815240383148193,S2A_MSIL2A_20180221T065911_R063_T39QXG_20201013T234500,0.0,S2A_MSIL2A_20180221T065911_R063_T39QXG_20201013T234500_0001.jpg,7.450580596923828e-09,4.08212,0.3286,0.400995,27.555,2018,2,winter,0
0.0430164113640785,2018-02-16 06:59:29.027000+00:00,0.8886220455169678,16384,1.1920928955078125e-07,-0.1766906082630157,S2B_MSIL2A_20180216T065929_R063_T39QXG_20201013T220228,2.9802322387695312e-08,S2B_MSIL2A_20180216T065929_R063_T39QXG_20201013T220228_0000.jpg,7.450580596923828e-09,0.634498,0.0864667,0.339285,26.495,2018,2,winter,0
0.0430164113640785,2018-02-16 06:59:29.027000+00:00,0.8886220455169678,16384,1.1920928955078125e-07,-0.1766906082630157,S2B_MSIL2A_20180216T065929_R063_T39QXG_20201013T220228,2.9802322387695312e-08,S2B_MSIL2A_20180216T065929_R063_T39QXG_20201013T220228_0001.jpg,7.450580596923828e-09,0.634498,0.0864667,0.339285,26.495,2018,2,winter,0
0.0391737818717956,2018-02-11 07:00:21.026000+00:00,0.8946468234062195,16384,1.1920928955078125e-07,-0.1665445268154144,S2A_MSIL2A_20180211T070021_R063_T39QXG_20201026T022414,0.0,S2A_MSIL2A_20180211T070021_R063_T39QXG_20201026T022414_0000.jpg,0.0,0.634498,0.0864667,0.339285,26.495,2018,2,winter,0
0.0391737818717956,2018-02-11 07:00:21.026000+00:00,0.8946468234062195,16384,1.1920928955078125e-07,-0.1665445268154144,S2A_MSIL2A_20180211T070021_R063_T39QXG_20201026T022414,0.0,S2A_MSIL2A_20180211T070021_R063_T39QXG_20201026T022414_0001.jpg,0.0,0.634498,0.0864667,0.339285,26.495,2018,2,winter,0
-0.0134819746017456,2018-02-01 07:01:11.026000+00:00,0.969630002975464,16384,1.1920928955078125e-07,-0.0093048978596925,S2A_MSIL2A_20180201T070111_R063_T39QXG_20201013T174623,1.862645149230957e-09,S2A_MSIL2A_20180201T070111_R063_T39QXG_20201013T174623_0000.jpg,0.0,1.20884,0.118933,0.589822,26.0983,2018,2,winter,0
-0.0134819746017456,2018-02-01 07:01:11.026000+00:00,0.969630002975464,16384,1.1920928955078125e-07,-0.0093048978596925,S2A_MSIL2A_20180201T070111_R063_T39QXG_20201013T174623,1.862645149230957e-09,S2A_MSIL2A_20180201T070111_R063_T39QXG_20201013T174623_0001.jpg,0.0,1.20884,0.118933,0.589822,26.0983,2018,2,winter,0
