chip_id,model,score_max,xmin,ymin,xmax,ymax,score,label,image_path
S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000,p_ssd_mb_med,0.4276483952999115,5.4075164794921875,52.472633361816406,316.82684326171875,274.40557861328125,0.4276483952999115,1,deployment/outputs/by_plant/osm_way_386838289/2025-08/chips/tiles_png/S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000.jpg
S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000,p_ssd_mb_med,0.4276483952999115,98.1396255493164,126.55596923828125,195.04977416992188,274.54388427734375,0.376347154378891,1,deployment/outputs/by_plant/osm_way_386838289/2025-08/chips/tiles_png/S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000.jpg
S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000,p_ssd_mb_med,0.4276483952999115,66.4261245727539,2.649444580078125,250.11514282226562,310.46417236328125,0.31484678387641907,1,deployment/outputs/by_plant/osm_way_386838289/2025-08/chips/tiles_png/S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000.jpg
S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000,p_ssd_mb_med,0.4276483952999115,90.7464828491211,114.06193542480469,185.96768188476562,156.14540100097656,0.28259938955307007,1,deployment/outputs/by_plant/osm_way_386838289/2025-08/chips/tiles_png/S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000.jpg
S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000,p_ssd_mb_med,0.4276483952999115,182.66976928710938,133.51463317871094,311.3923034667969,273.21710205078125,0.2817503809928894,1,deployment/outputs/by_plant/osm_way_386838289/2025-08/chips/tiles_png/S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000.jpg
S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000,p_ssd_mb_med,0.4276483952999115,0.0,236.1759033203125,98.7198486328125,320.0,0.27059099078178406,1,deployment/outputs/by_plant/osm_way_386838289/2025-08/chips/tiles_png/S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000.jpg
S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000,p_ssd_mb_med,0.4276483952999115,22.535614013671875,0.0,137.4156036376953,78.97148132324219,0.26117825508117676,1,deployment/outputs/by_plant/osm_way_386838289/2025-08/chips/tiles_png/S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000.jpg
S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000,p_ssd_mb_med,0.4276483952999115,100.60835266113281,0.0,229.2003631591797,203.2060546875,0.2553120255470276,1,deployment/outputs/by_plant/osm_way_386838289/2025-08/chips/tiles_png/S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000.jpg
S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000,p_ssd_mb_med,0.4276483952999115,186.50669860839844,180.3568572998047,320.0,244.4522247314453,0.2532896101474762,1,deployment/outputs/by_plant/osm_way_386838289/2025-08/chips/tiles_png/S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000.jpg
S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000,p_ssd_mb_med,0.4276483952999115,38.14707946777344,0.0,162.0752410888672,207.9876708984375,0.25281649827957153,1,deployment/outputs/by_plant/osm_way_386838289/2025-08/chips/tiles_png/S2A_MSIL2A_20250829T064321_R120_T40QFM_20250829T092116_0000.jpg
