fai_mean,datetime,rednir_mean,valid_px,rednir_std,ndwi_mean,kd490,scene_id,ndwi_std,tile,flh,fai_std,chlor_a,sst,year,month,season,hab_label
0.0353377163410186,2019-03-18 06:56:21.024000+00:00,0.8638516068458557,16384,1.788139343261719e-07,-0.1868648678064346,0.0512,S2A_MSIL2A_20190318T065621_R063_T39QXG_20201007T074707,2.9802322387695312e-08,S2A_MSIL2A_20190318T065621_R063_T39QXG_20201007T074707_0000.jpg,0.466275,0.0,0.298279,28.3583,2019,3,spring,0
0.0353377163410186,2019-03-18 06:56:21.024000+00:00,0.8638516068458557,16384,1.788139343261719e-07,-0.1868648678064346,0.0512,S2A_MSIL2A_20190318T065621_R063_T39QXG_20201007T074707,2.9802322387695312e-08,S2A_MSIL2A_20190318T065621_R063_T39QXG_20201007T074707_0001.jpg,0.466275,0.0,0.298279,28.3583,2019,3,spring,0
0.0402032732963562,2019-03-13 06:56:49.024000+00:00,0.8946370482444763,16384,5.960464477539064e-08,-0.146943062543869,0.07,S2B_MSIL2A_20190313T065649_R063_T39QXG_20221118T122016,2.9802322387695312e-08,S2B_MSIL2A_20190313T065649_R063_T39QXG_20221118T122016_0000.jpg,0.440988,0.0,0.526011,28.315,2019,3,spring,0
0.0402032732963562,2019-03-13 06:56:49.024000+00:00,0.8946370482444763,16384,5.960464477539064e-08,-0.146943062543869,0.07,S2B_MSIL2A_20190313T065649_R063_T39QXG_20221118T122016,2.9802322387695312e-08,S2B_MSIL2A_20190313T065649_R063_T39QXG_20221118T122016_0001.jpg,0.440988,0.0,0.526011,28.315,2019,3,spring,0
0.0376262366771698,2019-03-13 06:56:49.024000+00:00,0.8710173964500427,16384,5.960464477539064e-08,-0.1840676665306091,0.07,S2B_MSIL2A_20190313T065649_R063_T39QXG_20201007T061904,1.4901161193847656e-08,S2B_MSIL2A_20190313T065649_R063_T39QXG_20201007T061904_0000.jpg,0.440988,0.0,0.526011,28.315,2019,3,spring,0
0.0376262366771698,2019-03-13 06:56:49.024000+00:00,0.8710173964500427,16384,5.960464477539064e-08,-0.1840676665306091,0.07,S2B_MSIL2A_20190313T065649_R063_T39QXG_20201007T061904,1.4901161193847656e-08,S2B_MSIL2A_20190313T065649_R063_T39QXG_20201007T061904_0001.jpg,0.440988,0.0,0.526011,28.315,2019,3,spring,0
0.0360459089279174,2019-03-08 06:57:21.024000+00:00,0.8697023987770081,16384,5.960464477539064e-08,-0.18241947889328,0.07,S2A_MSIL2A_20190308T065721_R063_T39QXG_20201007T042258,1.4901161193847656e-08,S2A_MSIL2A_20190308T065721_R063_T39QXG_20201007T042258_0000.jpg,0.440988,0.0,0.526011,28.315,2019,3,spring,0
0.0360459089279174,2019-03-08 06:57:21.024000+00:00,0.8697023987770081,16384,5.960464477539064e-08,-0.18241947889328,0.07,S2A_MSIL2A_20190308T065721_R063_T39QXG_20201007T042258,1.4901161193847656e-08,S2A_MSIL2A_20190308T065721_R063_T39QXG_20201007T042258_0001.jpg,0.440988,0.0,0.526011,28.315,2019,3,spring,0
0.0377508103847503,2019-03-03 06:58:09.024000+00:00,0.8974981307983398,16384,0.0,-0.1602608412504196,0.0732667,S2B_MSIL2A_20190303T065809_R063_T39QXG_20201030T112946,0.0,S2B_MSIL2A_20190303T065809_R063_T39QXG_20201030T112946_0000.jpg,0.415105,0.0,0.561704,27.5767,2019,3,spring,0
0.0377508103847503,2019-03-03 06:58:09.024000+00:00,0.8974981307983398,16384,0.0,-0.1602608412504196,0.0732667,S2B_MSIL2A_20190303T065809_R063_T39QXG_20201030T112946,0.0,S2B_MSIL2A_20190303T065809_R063_T39QXG_20201030T112946_0001.jpg,0.415105,0.0,0.561704,27.5767,2019,3,spring,0
