fai_mean,datetime,rednir_mean,valid_px,rednir_std,ndwi_mean,kd490,scene_id,ndwi_std,tile,flh,fai_std,chlor_a,sst,year,month,season,hab_label
0.0465114712715148,2024-09-27 06:56:41.024000+00:00,0.920920193195343,16384,1.1920928955078125e-07,-0.1305877268314361,0.0998667,S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652,1.4901161193847656e-08,S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652_0000.jpg,0.395725,0.0,0.988476,26.7383,2024,9,autumn,0
0.0465114712715148,2024-09-27 06:56:41.024000+00:00,0.920920193195343,16384,1.1920928955078125e-07,-0.1305877268314361,0.0998667,S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652,1.4901161193847656e-08,S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652_0001.jpg,0.395725,0.0,0.988476,26.7383,2024,9,autumn,0
0.045816421508789,2024-09-22 06:56:19.024000+00:00,0.9283435940742492,16384,1.1920928955078125e-07,-0.1236194297671318,0.0998667,S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739,1.4901161193847656e-08,S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739_0000.jpg,0.395725,0.0,0.988476,26.7383,2024,9,autumn,0
0.045816421508789,2024-09-22 06:56:19.024000+00:00,0.9283435940742492,16384,1.1920928955078125e-07,-0.1236194297671318,0.0998667,S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739,1.4901161193847656e-08,S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739_0001.jpg,0.395725,0.0,0.988476,26.7383,2024,9,autumn,0
0.0417770743370056,2024-09-12 06:56:19.024000+00:00,0.9175702929496764,16384,1.1920928955078125e-07,-0.1283344179391861,0.0524,S2B_MSIL2A_20240912T065619_R063_T39QXG_20240912T130211,1.4901161193847656e-08,S2B_MSIL2A_20240912T065619_R063_T39QXG_20240912T130211_0000.jpg,0.0666759,0.0,0.335762,26.16,2024,9,autumn,0
0.0417770743370056,2024-09-12 06:56:19.024000+00:00,0.9175702929496764,16384,1.1920928955078125e-07,-0.1283344179391861,0.0524,S2B_MSIL2A_20240912T065619_R063_T39QXG_20240912T130211,1.4901161193847656e-08,S2B_MSIL2A_20240912T065619_R063_T39QXG_20240912T130211_0001.jpg,0.0666759,0.0,0.335762,26.16,2024,9,autumn,0
0.0418164134025573,2024-09-07 06:56:21.024000+00:00,0.9200246334075928,16384,1.1920928955078125e-07,-0.1271526962518692,0.0524,S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459,0.0,S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459_0000.jpg,0.0666759,0.0,0.335762,26.16,2024,9,autumn,0
0.0418164134025573,2024-09-07 06:56:21.024000+00:00,0.9200246334075928,16384,1.1920928955078125e-07,-0.1271526962518692,0.0524,S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459,0.0,S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459_0001.jpg,0.0666759,0.0,0.335762,26.16,2024,9,autumn,0
0.0341311693191528,2024-09-02 06:56:29.024000+00:00,0.9911698698997498,16384,5.960464477539064e-08,-0.0471494384109973,0.069,S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143,7.450580596923828e-09,S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143_0000.jpg,0.39564,0.0,0.491461,25.9317,2024,9,autumn,0
0.0341311693191528,2024-09-02 06:56:29.024000+00:00,0.9911698698997498,16384,5.960464477539064e-08,-0.0471494384109973,0.069,S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143,7.450580596923828e-09,S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143_0001.jpg,0.39564,0.0,0.491461,25.9317,2024,9,autumn,0
