fai_mean,datetime,rednir_mean,valid_px,rednir_std,ndwi_mean,kd490,scene_id,ndwi_std,tile,fai_std,chlor_a,sst,flh,year,month,season,hab_label
0.0380131006240844,2025-03-31 06:56:19.024000+00:00,0.9094350337982178,16384,1.788139343261719e-07,-0.1298746913671493,,S2B_MSIL2A_20250331T065619_R063_T39QXG_20250331T105206,1.4901161193847656e-08,S2B_MSIL2A_20250331T065619_R063_T39QXG_20250331T105206_0000.jpg,0.0,,,,2025,3,spring,0
0.0380131006240844,2025-03-31 06:56:19.024000+00:00,0.9094350337982178,16384,1.788139343261719e-07,-0.1298746913671493,,S2B_MSIL2A_20250331T065619_R063_T39QXG_20250331T105206,1.4901161193847656e-08,S2B_MSIL2A_20250331T065619_R063_T39QXG_20250331T105206_0001.jpg,0.0,,,,2025,3,spring,0
0.0360393524169921,2025-03-26 06:56:41.025000+00:00,0.887803316116333,16384,1.788139343261719e-07,-0.1460516303777694,,S2C_MSIL2A_20250326T065641_R063_T39QXG_20250326T123329,1.4901161193847656e-08,S2C_MSIL2A_20250326T065641_R063_T39QXG_20250326T123329_0000.jpg,0.0,,,,2025,3,spring,0
0.0360393524169921,2025-03-26 06:56:41.025000+00:00,0.887803316116333,16384,1.788139343261719e-07,-0.1460516303777694,,S2C_MSIL2A_20250326T065641_R063_T39QXG_20250326T123329,1.4901161193847656e-08,S2C_MSIL2A_20250326T065641_R063_T39QXG_20250326T123329_0001.jpg,0.0,,,,2025,3,spring,0
0.0363410115242004,2025-03-21 06:56:29.024000+00:00,0.9102134108543396,16384,1.788139343261719e-07,-0.1280732452869415,,S2B_MSIL2A_20250321T065629_R063_T39QXG_20250321T105859,2.9802322387695312e-08,S2B_MSIL2A_20250321T065629_R063_T39QXG_20250321T105859_0000.jpg,0.0,,,,2025,3,spring,0
0.0363410115242004,2025-03-21 06:56:29.024000+00:00,0.9102134108543396,16384,1.788139343261719e-07,-0.1280732452869415,,S2B_MSIL2A_20250321T065629_R063_T39QXG_20250321T105859,2.9802322387695312e-08,S2B_MSIL2A_20250321T065629_R063_T39QXG_20250321T105859_0001.jpg,0.0,,,,2025,3,spring,0
0.0420196652412414,2025-03-18 07:03:21.024000+00:00,0.925182282924652,16384,1.1920928955078125e-07,-0.1242958232760429,,S2A_MSIL2A_20250318T070321_R063_T39QXG_20250318T122959,2.2351741790771484e-08,S2A_MSIL2A_20250318T070321_R063_T39QXG_20250318T122959_0000.jpg,0.0,,,,2025,3,spring,0
0.0420196652412414,2025-03-18 07:03:21.024000+00:00,0.925182282924652,16384,1.1920928955078125e-07,-0.1242958232760429,,S2A_MSIL2A_20250318T070321_R063_T39QXG_20250318T122959,2.2351741790771484e-08,S2A_MSIL2A_20250318T070321_R063_T39QXG_20250318T122959_0001.jpg,0.0,,,,2025,3,spring,0
0.0320131182670593,2025-03-16 06:56:51.025000+00:00,0.9248390793800354,16384,1.788139343261719e-07,-0.1064128950238227,,S2C_MSIL2A_20250316T065651_R063_T39QXG_20250316T122619,0.0,S2C_MSIL2A_20250316T065651_R063_T39QXG_20250316T122619_0000.jpg,0.0,,,,2025,3,spring,0
0.0320131182670593,2025-03-16 06:56:51.025000+00:00,0.9248390793800354,16384,1.788139343261719e-07,-0.1064128950238227,,S2C_MSIL2A_20250316T065651_R063_T39QXG_20250316T122619,0.0,S2C_MSIL2A_20250316T065651_R063_T39QXG_20250316T122619_0001.jpg,0.0,,,,2025,3,spring,0
0.0454164147377014,2025-03-11 06:56:19.024000+00:00,0.9235398769378662,16384,1.788139343261719e-07,-0.1316887140274047,,S2B_MSIL2A_20250311T065619_R063_T39QXG_20250311T094033,0.0,S2B_MSIL2A_20250311T065619_R063_T39QXG_20250311T094033_0000.jpg,0.0,,,,2025,3,spring,0
0.0454164147377014,2025-03-11 06:56:19.024000+00:00,0.9235398769378662,16384,1.788139343261719e-07,-0.1316887140274047,,S2B_MSIL2A_20250311T065619_R063_T39QXG_20250311T094033,0.0,S2B_MSIL2A_20250311T065619_R063_T39QXG_20250311T094033_0001.jpg,0.0,,,,2025,3,spring,0
0.0482032895088195,2025-03-01 06:57:29.024000+00:00,0.9291734099388124,16384,1.1920928955078125e-07,-0.1282989978790283,,S2B_MSIL2A_20250301T065729_R063_T39QXG_20250301T093630,0.0,S2B_MSIL2A_20250301T065729_R063_T39QXG_20250301T093630_0000.jpg,0.0,,,,2025,3,spring,0
0.0482032895088195,2025-03-01 06:57:29.024000+00:00,0.9291734099388124,16384,1.1920928955078125e-07,-0.1282989978790283,,S2B_MSIL2A_20250301T065729_R063_T39QXG_20250301T093630,0.0,S2B_MSIL2A_20250301T065729_R063_T39QXG_20250301T093630_0001.jpg,0.0,,,,2025,3,spring,0
0.0432525277137756,2025-02-09 06:59:39.024000+00:00,0.9219619631767272,16384,1.1920928955078125e-07,-0.1253540217876434,,S2B_MSIL2A_20250209T065939_R063_T39QXG_20250209T091826,2.9802322387695312e-08,S2B_MSIL2A_20250209T065939_R063_T39QXG_20250209T091826_0000.jpg,0.0,,,,2025,2,winter,0
0.0432525277137756,2025-02-09 06:59:39.024000+00:00,0.9219619631767272,16384,1.1920928955078125e-07,-0.1253540217876434,,S2B_MSIL2A_20250209T065939_R063_T39QXG_20250209T091826,2.9802322387695312e-08,S2B_MSIL2A_20250209T065939_R063_T39QXG_20250209T091826_0001.jpg,0.0,,,,2025,2,winter,0
0.0378360748291015,2025-02-04 07:01:31.025000+00:00,0.9038447737693788,16384,1.1920928955078125e-07,-0.1357844024896621,,S2C_MSIL2A_20250204T070131_R063_T39QXG_20250204T101810,0.0,S2C_MSIL2A_20250204T070131_R063_T39QXG_20250204T101810_0000.jpg,0.0,,,,2025,2,winter,0
0.0378360748291015,2025-02-04 07:01:31.025000+00:00,0.9038447737693788,16384,1.1920928955078125e-07,-0.1357844024896621,,S2C_MSIL2A_20250204T070131_R063_T39QXG_20250204T101810,0.0,S2C_MSIL2A_20250204T070131_R063_T39QXG_20250204T101810_0001.jpg,0.0,,,,2025,2,winter,0
0.0468852519989013,2025-01-30 07:00:39.024000+00:00,0.9178239703178406,16384,1.1920928955078125e-07,-0.1352708041667938,,S2B_MSIL2A_20250130T070039_R063_T39QXG_20250130T093523,2.9802322387695312e-08,S2B_MSIL2A_20250130T070039_R063_T39QXG_20250130T093523_0000.jpg,0.0,,,,2025,1,winter,0
0.0468852519989013,2025-01-30 07:00:39.024000+00:00,0.9178239703178406,16384,1.1920928955078125e-07,-0.1352708041667938,,S2B_MSIL2A_20250130T070039_R063_T39QXG_20250130T093523,2.9802322387695312e-08,S2B_MSIL2A_20250130T070039_R063_T39QXG_20250130T093523_0001.jpg,0.0,,,,2025,1,winter,0
0.0426294803619384,2025-01-25 07:02:21.025000+00:00,0.9241055846214294,16384,0.0,-0.1232090294361114,0.077,S2C_MSIL2A_20250125T070221_R063_T39QXG_20250125T110112,2.9802322387695312e-08,S2C_MSIL2A_20250125T070221_R063_T39QXG_20250125T110112_0000.jpg,0.0,0.627444,26.8567,,2025,1,winter,0
0.0426294803619384,2025-01-25 07:02:21.025000+00:00,0.9241055846214294,16384,0.0,-0.1232090294361114,0.077,S2C_MSIL2A_20250125T070221_R063_T39QXG_20250125T110112,2.9802322387695312e-08,S2C_MSIL2A_20250125T070221_R063_T39QXG_20250125T110112_0001.jpg,0.0,0.627444,26.8567,,2025,1,winter,0
0.0394098162651062,2025-01-15 07:02:31.024000+00:00,0.904820680618286,16384,1.788139343261719e-07,-0.1366749852895736,0.077,S2A_MSIL2A_20250115T070231_R063_T39QXG_20250115T101359,1.4901161193847656e-08,S2A_MSIL2A_20250115T070231_R063_T39QXG_20250115T101359_0000.jpg,0.0,0.627444,26.8567,,2025,1,winter,0
0.0394098162651062,2025-01-15 07:02:31.024000+00:00,0.904820680618286,16384,1.788139343261719e-07,-0.1366749852895736,0.077,S2A_MSIL2A_20250115T070231_R063_T39QXG_20250115T101359,1.4901161193847656e-08,S2A_MSIL2A_20250115T070231_R063_T39QXG_20250115T101359_0001.jpg,0.0,0.627444,26.8567,,2025,1,winter,0
0.039796769618988,2025-01-10 07:01:49.024000+00:00,0.9322329163551332,16384,1.1920928955078125e-07,-0.1086293756961822,0.077,S2B_MSIL2A_20250110T070149_R063_T39QXG_20250110T091744,7.450580596923828e-09,S2B_MSIL2A_20250110T070149_R063_T39QXG_20250110T091744_0000.jpg,0.0,0.627444,26.8567,,2025,1,winter,0
0.039796769618988,2025-01-10 07:01:49.024000+00:00,0.9322329163551332,16384,1.1920928955078125e-07,-0.1086293756961822,0.077,S2B_MSIL2A_20250110T070149_R063_T39QXG_20250110T091744,7.450580596923828e-09,S2B_MSIL2A_20250110T070149_R063_T39QXG_20250110T091744_0001.jpg,0.0,0.627444,26.8567,,2025,1,winter,0
0.0393311381340026,2025-01-05 07:03:01.024000+00:00,0.898367166519165,16384,2.384185791015625e-07,-0.1422428041696548,0.077,S2A_MSIL2A_20250105T070301_R063_T39QXG_20250105T101308,0.0,S2A_MSIL2A_20250105T070301_R063_T39QXG_20250105T101308_0000.jpg,0.0,0.627444,26.8567,,2025,1,winter,0
0.0393311381340026,2025-01-05 07:03:01.024000+00:00,0.898367166519165,16384,2.384185791015625e-07,-0.1422428041696548,0.077,S2A_MSIL2A_20250105T070301_R063_T39QXG_20250105T101308,0.0,S2A_MSIL2A_20250105T070301_R063_T39QXG_20250105T101308_0001.jpg,0.0,0.627444,26.8567,,2025,1,winter,0
0.0435279011726379,2024-12-26 07:03:11.024000+00:00,0.9213903546333312,16384,1.1920928955078125e-07,-0.1279069036245346,0.077,S2A_MSIL2A_20241226T070311_R063_T39QXG_20241226T100152,1.4901161193847656e-08,S2A_MSIL2A_20241226T070311_R063_T39QXG_20241226T100152_0000.jpg,0.0,0.627444,26.8567,,2024,12,winter,0
0.0435279011726379,2024-12-26 07:03:11.024000+00:00,0.9213903546333312,16384,1.1920928955078125e-07,-0.1279069036245346,0.077,S2A_MSIL2A_20241226T070311_R063_T39QXG_20241226T100152,1.4901161193847656e-08,S2A_MSIL2A_20241226T070311_R063_T39QXG_20241226T100152_0001.jpg,0.0,0.627444,26.8567,,2024,12,winter,0
