tag,source_csv,scene_id,tile,datetime,year,month,season,valid_px,chlor_a,flh,kd490,fai_mean,rednir_mean,ndwi_mean,hab_label,rednir_std,ndwi_std,fai_std
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815,S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815_0000.jpg,2017-09-09T06:56:19Z,2017,9,autumn,16384,0.741344,,0.0852,0.044839322566986,0.9070813655853271,-0.157337874174118,0,1.1920928955078125e-07,1.4901161193847656e-08,0.0
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815,S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815_0001.jpg,2017-09-09T06:56:19Z,2017,9,autumn,16384,0.741344,,0.0852,0.044839322566986,0.9070813655853271,-0.157337874174118,0,1.1920928955078125e-07,1.4901161193847656e-08,0.0
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2A_MSIL2A_20170825T065621_R063_T39QXG_20210201T094547,S2A_MSIL2A_20170825T065621_R063_T39QXG_20210201T094547_0000.jpg,2017-08-25T06:56:21Z,2017,8,summer,16384,0.57676,0.235755,0.0738,0.0548852682113647,0.930767297744751,-0.1537606567144394,0,1.1920928955078125e-07,1.4901161193847656e-08,0.0
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2A_MSIL2A_20170825T065621_R063_T39QXG_20210201T094547,S2A_MSIL2A_20170825T065621_R063_T39QXG_20210201T094547_0001.jpg,2017-08-25T06:56:21Z,2017,8,summer,16384,0.57676,0.235755,0.0738,0.0548852682113647,0.930767297744751,-0.1537606567144394,0,1.1920928955078125e-07,1.4901161193847656e-08,0.0
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2B_MSIL2A_20170820T065619_R063_T39QXG_20201015T042237,S2B_MSIL2A_20170820T065619_R063_T39QXG_20201015T042237_0000.jpg,2017-08-20T06:56:19Z,2017,8,summer,16384,0.426916,0.214845,0.0641,0.0479737743735313,0.9054860472679138,-0.1651863306760788,0,0.0,0.0,7.450580596923828e-09
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2B_MSIL2A_20170820T065619_R063_T39QXG_20201015T042237,S2B_MSIL2A_20170820T065619_R063_T39QXG_20201015T042237_0001.jpg,2017-08-20T06:56:19Z,2017,8,summer,16384,0.426916,0.214845,0.0641,0.0479737743735313,0.9054860472679138,-0.1651863306760788,0,0.0,0.0,7.450580596923828e-09
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2A_MSIL2A_20170805T065621_R063_T39QXG_20210210T194556,S2A_MSIL2A_20170805T065621_R063_T39QXG_20210210T194556_0000.jpg,2017-08-05T06:56:21Z,2017,8,summer,16384,0.339185,0.122046,0.0674,0.0518622994422912,0.91467946767807,-0.1642055809497833,0,1.788139343261719e-07,2.9802322387695312e-08,0.0
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2A_MSIL2A_20170805T065621_R063_T39QXG_20210210T194556,S2A_MSIL2A_20170805T065621_R063_T39QXG_20210210T194556_0001.jpg,2017-08-05T06:56:21Z,2017,8,summer,16384,0.339185,0.122046,0.0674,0.0518622994422912,0.91467946767807,-0.1642055809497833,0,1.788139343261719e-07,2.9802322387695312e-08,0.0
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2B_MSIL2A_20170731T065619_R063_T39QXG_20210210T172720,S2B_MSIL2A_20170731T065619_R063_T39QXG_20210210T172720_0000.jpg,2017-07-31T06:56:19Z,2017,7,summer,16384,0.452843,0.379235,0.0652,0.0390426144003868,0.8950853943824768,-0.1654534339904785,0,1.788139343261719e-07,0.0,7.450580596923828e-09
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2B_MSIL2A_20170731T065619_R063_T39QXG_20210210T172720,S2B_MSIL2A_20170731T065619_R063_T39QXG_20210210T172720_0001.jpg,2017-07-31T06:56:19Z,2017,7,summer,16384,0.452843,0.379235,0.0652,0.0390426144003868,0.8950853943824768,-0.1654534339904785,0,1.788139343261719e-07,0.0,7.450580596923828e-09
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2A_MSIL2A_20170626T065621_R063_T39QXG_20210210T014612,S2A_MSIL2A_20170626T065621_R063_T39QXG_20210210T014612_0000.jpg,2017-06-26T06:56:21Z,2017,6,summer,16384,0.29478,,0.0636,0.0431606546044349,0.9044514298439026,-0.1620793044567108,0,1.788139343261719e-07,1.4901161193847656e-08,7.450580596923828e-09
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2A_MSIL2A_20170626T065621_R063_T39QXG_20210210T014612,S2A_MSIL2A_20170626T065621_R063_T39QXG_20210210T014612_0001.jpg,2017-06-26T06:56:21Z,2017,6,summer,16384,0.29478,,0.0636,0.0431606546044349,0.9044514298439026,-0.1620793044567108,0,1.788139343261719e-07,1.4901161193847656e-08,7.450580596923828e-09
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041,S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041_0000.jpg,2017-06-06T06:56:21Z,2017,6,summer,16384,0.776011,0.32883,0.0874,0.0446950420737266,0.9168644547462464,-0.1514034122228622,0,1.788139343261719e-07,0.0,7.450580596923828e-09
aerial_summer_2017,data/aerial_summer_2017/chip_indices_clean_hab.csv,S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041,S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041_0001.jpg,2017-06-06T06:56:21Z,2017,6,summer,16384,0.776011,0.32883,0.0874,0.0446950420737266,0.9168644547462464,-0.1514034122228622,0,1.788139343261719e-07,0.0,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2A_MSIL2A_20180929T065651_R063_T39QXG_20201009T060705,S2A_MSIL2A_20180929T065651_R063_T39QXG_20201009T060705_0000.jpg,2018-09-29T06:56:51Z,2018,9,autumn,16384,0.946864,0.336352,0.0979,0.0421377196907997,0.9059388637542723,-0.1600859314203262,0,1.788139343261719e-07,1.4901161193847656e-08,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2A_MSIL2A_20180929T065651_R063_T39QXG_20201009T060705,S2A_MSIL2A_20180929T065651_R063_T39QXG_20201009T060705_0001.jpg,2018-09-29T06:56:51Z,2018,9,autumn,16384,0.946864,0.336352,0.0979,0.0421377196907997,0.9059388637542723,-0.1600859314203262,0,1.788139343261719e-07,1.4901161193847656e-08,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180924T065619_R063_T39QXG_20201009T042750,S2B_MSIL2A_20180924T065619_R063_T39QXG_20201009T042750_0000.jpg,2018-09-24T06:56:19Z,2018,9,autumn,16384,0.946864,0.336352,0.0979,0.0395934581756591,0.9157702922821044,-0.1448828876018524,0,1.1920928955078125e-07,2.9802322387695312e-08,0.0
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180924T065619_R063_T39QXG_20201009T042750,S2B_MSIL2A_20180924T065619_R063_T39QXG_20201009T042750_0001.jpg,2018-09-24T06:56:19Z,2018,9,autumn,16384,0.946864,0.336352,0.0979,0.0395934581756591,0.9157702922821044,-0.1448828876018524,0,1.1920928955078125e-07,2.9802322387695312e-08,0.0
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2A_MSIL2A_20180919T065621_R063_T39QXG_20201009T024121,S2A_MSIL2A_20180919T065621_R063_T39QXG_20201009T024121_0000.jpg,2018-09-19T06:56:21Z,2018,9,autumn,16384,0.384632,0.23686,0.0626,0.0470229387283325,0.9113800525665284,-0.163395419716835,0,1.1920928955078125e-07,0.0,0.0
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2A_MSIL2A_20180919T065621_R063_T39QXG_20201009T024121,S2A_MSIL2A_20180919T065621_R063_T39QXG_20201009T024121_0001.jpg,2018-09-19T06:56:21Z,2018,9,autumn,16384,0.384632,0.23686,0.0626,0.0470229387283325,0.9113800525665284,-0.163395419716835,0,1.1920928955078125e-07,0.0,0.0
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180914T065619_R063_T39QXG_20201009T011434,S2B_MSIL2A_20180914T065619_R063_T39QXG_20201009T011434_0000.jpg,2018-09-14T06:56:19Z,2018,9,autumn,16384,0.384632,0.23686,0.0626,0.0424590334296226,0.8981236815452576,-0.1677370965480804,0,0.0,2.9802322387695312e-08,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180914T065619_R063_T39QXG_20201009T011434,S2B_MSIL2A_20180914T065619_R063_T39QXG_20201009T011434_0001.jpg,2018-09-14T06:56:19Z,2018,9,autumn,16384,0.384632,0.23686,0.0626,0.0424590334296226,0.8981236815452576,-0.1677370965480804,0,0.0,2.9802322387695312e-08,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028,S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028_0000.jpg,2018-09-09T06:56:21Z,2018,9,autumn,16384,1.51576,0.456075,0.1302,0.0420393347740173,0.8946921825408936,-0.1705683767795562,1,1.788139343261719e-07,2.9802322387695312e-08,0.0
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028,S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028_0001.jpg,2018-09-09T06:56:21Z,2018,9,autumn,16384,1.51576,0.456075,0.1302,0.0420393347740173,0.8946921825408936,-0.1705683767795562,1,1.788139343261719e-07,2.9802322387695312e-08,0.0
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613_0000.jpg,2018-09-04T06:56:19Z,2018,9,autumn,16384,0.575683,0.382635,0.075,0.0411606803536415,0.8995077610015869,-0.1637744754552841,0,1.788139343261719e-07,0.0,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613_0001.jpg,2018-09-04T06:56:19Z,2018,9,autumn,16384,0.575683,0.382635,0.075,0.0411606803536415,0.8995077610015869,-0.1637744754552841,0,1.788139343261719e-07,0.0,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110,S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110_0000.jpg,2018-08-30T06:56:21Z,2018,8,summer,16384,0.575683,0.382635,0.075,0.0448196902871131,0.9157285094261168,-0.153169646859169,0,0.0,0.0,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110,S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110_0001.jpg,2018-08-30T06:56:21Z,2018,8,summer,16384,0.575683,0.382635,0.075,0.0448196902871131,0.9157285094261168,-0.153169646859169,0,0.0,0.0,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180825T065619_R063_T39QXG_20201011T065431,S2B_MSIL2A_20180825T065619_R063_T39QXG_20201011T065431_0000.jpg,2018-08-25T06:56:19Z,2018,8,summer,16384,,,,0.0354360938072204,0.90119069814682,-0.1532414704561233,0,1.1920928955078125e-07,0.0,0.0
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180825T065619_R063_T39QXG_20201011T065431,S2B_MSIL2A_20180825T065619_R063_T39QXG_20201011T065431_0001.jpg,2018-08-25T06:56:19Z,2018,8,summer,16384,,,,0.0354360938072204,0.90119069814682,-0.1532414704561233,0,1.1920928955078125e-07,0.0,0.0
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051_0000.jpg,2018-08-20T06:56:21Z,2018,8,summer,16384,0.551472,0.185704,0.0746,0.0417311415076255,0.9043675065040588,-0.1607653349637985,0,0.0,0.0,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051_0001.jpg,2018-08-20T06:56:21Z,2018,8,summer,16384,0.551472,0.185704,0.0746,0.0417311415076255,0.9043675065040588,-0.1607653349637985,0,0.0,0.0,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229,S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229_0000.jpg,2018-08-15T06:57:29Z,2018,8,summer,16384,0.551472,0.185704,0.0746,0.0386622920632362,0.8991031050682068,-0.1586140096187591,0,0.0,0.0,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229,S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229_0001.jpg,2018-08-15T06:57:29Z,2018,8,summer,16384,0.551472,0.185704,0.0746,0.0386622920632362,0.8991031050682068,-0.1586140096187591,0,0.0,0.0,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441_0000.jpg,2018-07-16T06:56:19Z,2018,7,summer,16384,0.63296,0.168647,0.0779,0.0476786866784095,0.9020482897758484,-0.1678117960691452,0,1.1920928955078125e-07,0.0,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441_0001.jpg,2018-07-16T06:56:19Z,2018,7,summer,16384,0.63296,0.168647,0.0779,0.0476786866784095,0.9020482897758484,-0.1678117960691452,0,1.1920928955078125e-07,0.0,7.450580596923828e-09
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309,S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309_0000.jpg,2018-07-06T06:56:19Z,2018,7,summer,16384,0.679299,,0.082,0.0408328175544738,0.906686782836914,-0.1566378772258758,0,0.0,2.9802322387695312e-08,0.0
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309,S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309_0001.jpg,2018-07-06T06:56:19Z,2018,7,summer,16384,0.679299,,0.082,0.0408328175544738,0.906686782836914,-0.1566378772258758,0,0.0,2.9802322387695312e-08,0.0
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015_0000.jpg,2018-07-01T06:56:21Z,2018,7,summer,16384,0.906392,0.42845,0.0943,0.0481508374214172,0.9213922023773192,-0.1551601588726043,0,2.384185791015625e-07,2.9802322387695312e-08,0.0
aerial_summer_2018,data/aerial_summer_2018/chip_indices_clean_hab.csv,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015_0001.jpg,2018-07-01T06:56:21Z,2018,7,summer,16384,0.906392,0.42845,0.0943,0.0481508374214172,0.9213922023773192,-0.1551601588726043,0,2.384185791015625e-07,2.9802322387695312e-08,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190929T065649_R063_T39QXG_20201004T183042,S2B_MSIL2A_20190929T065649_R063_T39QXG_20201004T183042_0000.jpg,2019-09-29T06:56:49Z,2019,9,autumn,16384,,,,0.0438622832298278,0.9246671199798584,-0.1450235545635223,0,2.384185791015625e-07,1.4901161193847656e-08,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190929T065649_R063_T39QXG_20201004T183042,S2B_MSIL2A_20190929T065649_R063_T39QXG_20201004T183042_0001.jpg,2019-09-29T06:56:49Z,2019,9,autumn,16384,,,,0.0438622832298278,0.9246671199798584,-0.1450235545635223,0,2.384185791015625e-07,1.4901161193847656e-08,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190919T065619_R063_T39QXG_20201004T150137,S2B_MSIL2A_20190919T065619_R063_T39QXG_20201004T150137_0000.jpg,2019-09-19T06:56:19Z,2019,9,autumn,16384,,,,0.0459081903100013,0.9068841338157654,-0.1620821058750152,0,1.788139343261719e-07,0.0,7.450580596923828e-09
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190919T065619_R063_T39QXG_20201004T150137,S2B_MSIL2A_20190919T065619_R063_T39QXG_20201004T150137_0001.jpg,2019-09-19T06:56:19Z,2019,9,autumn,16384,,,,0.0459081903100013,0.9068841338157654,-0.1620821058750152,0,1.788139343261719e-07,0.0,7.450580596923828e-09
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2A_MSIL2A_20190914T065621_R063_T39QXG_20201004T125801,S2A_MSIL2A_20190914T065621_R063_T39QXG_20201004T125801_0000.jpg,2019-09-14T06:56:21Z,2019,9,autumn,16384,,,,0.0427541509270668,0.9148313999176024,-0.139967530965805,0,2.384185791015625e-07,1.4901161193847656e-08,7.450580596923828e-09
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2A_MSIL2A_20190914T065621_R063_T39QXG_20201004T125801,S2A_MSIL2A_20190914T065621_R063_T39QXG_20201004T125801_0001.jpg,2019-09-14T06:56:21Z,2019,9,autumn,16384,,,,0.0427541509270668,0.9148313999176024,-0.139967530965805,0,2.384185791015625e-07,1.4901161193847656e-08,7.450580596923828e-09
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190909T065629_R063_T39QXG_20201004T111201,S2B_MSIL2A_20190909T065629_R063_T39QXG_20201004T111201_0000.jpg,2019-09-09T06:56:29Z,2019,9,autumn,16384,,,,0.0460721254348754,0.9107962250709534,-0.1583954989910125,0,1.1920928955078125e-07,1.4901161193847656e-08,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190909T065629_R063_T39QXG_20201004T111201,S2B_MSIL2A_20190909T065629_R063_T39QXG_20201004T111201_0001.jpg,2019-09-09T06:56:29Z,2019,9,autumn,16384,,,,0.0460721254348754,0.9107962250709534,-0.1583954989910125,0,1.1920928955078125e-07,1.4901161193847656e-08,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539,S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539_0000.jpg,2019-09-04T06:56:21Z,2019,9,autumn,16384,1.36825,,0.122,0.0452393516898155,0.9051705002784728,-0.1626422107219696,1,1.1920928955078125e-07,2.9802322387695312e-08,7.450580596923828e-09
