iter	Logloss
140	0.00124359375
141	0.001235831334
142	0.001214713411
143	0.001200819147
144	0.001200725548
145	0.001200840724
146	0.001200840724
147	0.001175655974
148	0.001156405557
149	0.001136334911
150	0.001122408236
151	0.001114285355
152	0.001086514232
153	0.001086336354
154	0.001086412154
155	0.001078371134
156	0.001058148775
157	0.001058097998
158	0.001053606677
159	0.001053431074
160	0.001053431074
161	0.00104470224
162	0.001044703704
163	0.001044741383
164	0.001044741383
165	0.001044582141
166	0.001044745023
167	0.001044665685
168	0.001044427761
169	0.001044552964
170	0.001044428004
171	0.001042414835
172	0.001029192122
173	0.001029125485
174	0.001029178748
175	0.001029038762
176	0.001029032445
177	0.00102897021
178	0.001026448514
179	0.001026354161
180	0.001009712103
181	0.000990816953
182	0.0009779475522
183	0.0009778842728
184	0.0009778352827
185	0.0009778344435
186	0.0009777949784
187	0.0009742496034
188	0.0009743687921
189	0.0009743687921
190	0.0009743687921
191	0.0009743687921
192	0.0009743687921
193	0.0009743750554
194	0.0009743039047
195	0.0009743456416
196	0.0009742625588
197	0.0009742753319
198	0.0009741132985
199	0.0009741156106
200	0.0009741918084
201	0.0009664957103
202	0.0009664957103
203	0.0009664883036
204	0.0009664341457
205	0.0009663547899
206	0.0009537677659
207	0.0009536870545
208	0.0009537844686
209	0.0009537021643
210	0.0009536578575
211	0.0009536578575
212	0.0009536958316
213	0.0009535037711
214	0.0009536204414
215	0.0009535958078
216	0.0009534813591
217	0.0009531315676
218	0.000953270153
219	0.000953270153
220	0.000953270153
221	0.000953226087
222	0.0009500625664
223	0.000949903314
224	0.0009498838535
225	0.0009499348316
226	0.0009496659886
227	0.0009499205979
228	0.0009498682015
229	0.0009497102117
230	0.0009497495915
231	0.0009497866631
232	0.0009497314581
233	0.000949731166
234	0.0009495993244
235	0.0009496770644
236	0.0009496770644
237	0.0009496770644
238	0.0009496770644
239	0.0009496770644
240	0.0009496770644
241	0.0009496770644
242	0.0009496770644
243	0.0009496770644
244	0.0009496770644
245	0.0009496770644
246	0.0009496770644
247	0.0009496770644
248	0.0009496770644
249	0.0009496770644
250	0.0009496770644
251	0.0009496770644
252	0.0009496770644
253	0.0009496770644
254	0.0009496770644
255	0.0009496770644
256	0.0009496770644
257	0.0009496770644
258	0.0009496770644
259	0.0009496770644
260	0.0009496770644
261	0.0009496770644
262	0.0009496770644
263	0.0009496770644
264	0.0009496770644
265	0.0009496770644
266	0.0009496770644
267	0.0009496770644
268	0.0009496770644
269	0.0009496770644
270	0.0009496770644
271	0.0009496770644
272	0.0009496770644
273	0.0009496770644
274	0.0009496770644
275	0.0009496770644
276	0.0009496770644
277	0.0009496770644
278	0.0009496770644
279	0.0009496770644
280	0.0009496770644
281	0.0009496770644
282	0.0009496770644
283	0.0009496770644
284	0.0009496770644
285	0.0009496770644
286	0.0009496770644
287	0.0009496770644
288	0.0009496770644
289	0.0009496770644
290	0.0009496770644
291	0.0009496770644
292	0.0009496770644
293	0.0009496770644
294	0.0009496770644
295	0.0009496770644
296	0.0009496770644
297	0.0009496770644
298	0.0009496770644
299	0.0009496770644
300	0.0009496770644
301	0.0009496770644
302	0.0009496770644
303	0.0009496770644
304	0.0009496770644
305	0.0009496770644
306	0.0009496770644
307	0.0009496770644
308	0.0009496770644
309	0.0009496770644
310	0.0009496770644
311	0.0009496770644
312	0.0009496770644
313	0.0009496770644
314	0.0009496770644
315	0.0009496770644
316	0.0009496770644
317	0.0009496770644
318	0.0009496770644
319	0.0009496770644
320	0.0009496770644
321	0.0009496770644
322	0.0009496770644
323	0.0009496770644
324	0.0009496770644
325	0.0009496770644
326	0.0009496770644
327	0.0009496770644
328	0.0009496770644
329	0.0009496770644
330	0.0009496770644
331	0.0009496770644
332	0.0009496770644
333	0.0009496770644
334	0.0009496770644
335	0.0009496770644
336	0.0009496770644
337	0.0009496770644
338	0.0009496770644
339	0.0009496770644
340	0.0009496770644
341	0.0009496770644
342	0.0009496770644
343	0.0009496770644
344	0.0009496770644
345	0.0009496770644
346	0.0009496770644
347	0.0009496770644
348	0.0009496770644
349	0.0009496770644
350	0.0009496770644
351	0.0009496770644
352	0.0009496770644
353	0.0009496770644
354	0.0009496770644
355	0.0009496770644
356	0.0009496770644
357	0.0009496770644
358	0.0009496770644
359	0.0009496770644
360	0.0009496770644
361	0.0009496770644
362	0.0009496770644
363	0.0009496770644
364	0.0009496770644
365	0.0009496770644
366	0.0009496770644
367	0.0009496770644
368	0.0009496770644
369	0.0009496770644
370	0.0009496770644
371	0.0009496770644
372	0.0009496770644
373	0.0009496770644
374	0.0009496770644
375	0.0009496770644
376	0.0009496770644
377	0.0009496770644
378	0.0009496770644
379	0.0009496770644
380	0.0009496770644
381	0.0009496770644
382	0.0009496770644
383	0.0009496770644
384	0.0009496770644
385	0.0009496770644
386	0.0009496770644
387	0.0009496770644
388	0.0009496770644
389	0.0009496770644
390	0.0009496770644
391	0.0009496770644
392	0.0009496770644
393	0.0009496770644
394	0.0009496770644
395	0.0009496770644
396	0.0009496770644
397	0.0009496770644
398	0.0009496770644
399	0.0009496770644
