tile,scene_id,hab_label,p_tab
S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041_0000.jpg,S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041,1,0.6015805631360138
S2A_MSIL2A_20170626T065621_R063_T39QXG_20210210T014612_0000.jpg,S2A_MSIL2A_20170626T065621_R063_T39QXG_20210210T014612,0,0.5135175559588143
S2A_MSIL2A_20170805T065621_R063_T39QXG_20210210T194556_0000.jpg,S2A_MSIL2A_20170805T065621_R063_T39QXG_20210210T194556,0,0.5442691163963258
S2A_MSIL2A_20170825T065621_R063_T39QXG_20210201T094547_0000.jpg,S2A_MSIL2A_20170825T065621_R063_T39QXG_20210201T094547,1,0.4408036266384656
S2A_MSIL2A_20180112T070231_R063_T39QXG_20201014T050638_0000.jpg,S2A_MSIL2A_20180112T070231_R063_T39QXG_20201014T050638,0,0.5900006422740217
S2A_MSIL2A_20180201T070111_R063_T39QXG_20201013T174623_0000.jpg,S2A_MSIL2A_20180201T070111_R063_T39QXG_20201013T174623,1,0.773275989927013
S2A_MSIL2A_20180211T070021_R063_T39QXG_20201026T022414_0000.jpg,S2A_MSIL2A_20180211T070021_R063_T39QXG_20201026T022414,0,0.4637850629675346
S2A_MSIL2A_20180221T065911_R063_T39QXG_20201013T234500_0000.jpg,S2A_MSIL2A_20180221T065911_R063_T39QXG_20201013T234500,1,0.9887899189704688
S2A_MSIL2A_20180303T065801_R063_T39QXG_20201013T055226_0000.jpg,S2A_MSIL2A_20180303T065801_R063_T39QXG_20201013T055226,1,1.0
S2A_MSIL2A_20180313T065651_R063_T39QXG_20201013T082101_0000.jpg,S2A_MSIL2A_20180313T065651_R063_T39QXG_20201013T082101,0,0.5068803804747041
S2A_MSIL2A_20180323T065621_R063_T39QXG_20201013T125706_0000.jpg,S2A_MSIL2A_20180323T065621_R063_T39QXG_20201013T125706,0,0.38704440198134865
S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015_0000.jpg,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015,1,0.7375502234065345
S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051_0000.jpg,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051,0,0.3336786933737917
S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110_0000.jpg,S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110,1,0.3216479542178775
S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028_0000.jpg,S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028,1,0.7347060429343389
S2A_MSIL2A_20180919T065621_R063_T39QXG_20201009T024121_0000.jpg,S2A_MSIL2A_20180919T065621_R063_T39QXG_20201009T024121,0,0.9126875156118606
